Journey_ID,Journey_Date,Departure_Time,Arrival_Time,Actual_Arrival_Time,Reason_for_Delay,Duration_Time,Delay_Period,journey_key
19100,2024-03-13,18:45:00,19:05:00,19:05:00,No Delay,20.0,0.0,2024-03-13_18:45:00
19101,2024-03-13,18:45:00,19:45:00,19:45:00,No Delay,60.0,0.0,2024-03-13_18:45:00
19102,2024-03-13,18:45:00,20:05:00,20:05:00,No Delay,80.0,0.0,2024-03-13_18:45:00
19103,2024-03-13,18:45:00,20:05:00,20:05:00,No Delay,80.0,0.0,2024-03-13_18:45:00
19104,2024-03-13,18:45:00,19:05:00,19:05:00,No Delay,20.0,0.0,2024-03-13_18:45:00
19105,2024-03-13,18:45:00,19:45:00,19:45:00,No Delay,60.0,0.0,2024-03-13_18:45:00
19106,2024-03-13,18:45:00,20:05:00,20:05:00,No Delay,80.0,0.0,2024-03-13_18:45:00
19107,2024-03-14,16:00:00,17:20:00,17:40:00,Signal failure,80.0,20.0,2024-03-14_16:00:00
19108,2024-03-14,16:00:00,17:20:00,17:40:00,Signal failure,80.0,20.0,2024-03-14_16:00:00
19109,2024-03-14,16:00:00,17:20:00,17:40:00,Signal failure,80.0,20.0,2024-03-14_16:00:00
19110,2024-03-14,16:00:00,16:30:00,16:30:00,No Delay,30.0,0.0,2024-03-14_16:00:00
19111,2024-03-13,19:15:00,19:45:00,19:45:00,Signal Failure,30.0,0.0,2024-03-13_19:15:00
19112,2024-03-14,16:15:00,17:15:00,17:15:00,No Delay,60.0,0.0,2024-03-14_16:15:00
19113,2024-03-14,16:15:00,17:35:00,17:35:00,No Delay,80.0,0.0,2024-03-14_16:15:00
19114,2024-03-13,19:15:00,19:45:00,19:45:00,Signal Failure,30.0,0.0,2024-03-13_19:15:00
19115,2024-03-13,19:15:00,19:45:00,19:45:00,Signal Failure,30.0,0.0,2024-03-13_19:15:00
19116,2024-03-14,16:15:00,17:35:00,17:35:00,No Delay,80.0,0.0,2024-03-14_16:15:00
19117,2024-03-14,16:15:00,17:35:00,17:35:00,No Delay,80.0,0.0,2024-03-14_16:15:00
19118,2024-03-14,17:30:00,19:20:00,19:47:00,Technical Issue,110.0,27.0,2024-03-14_17:30:00
19119,2024-03-13,18:45:00,19:15:00,19:15:00,No Delay,30.0,0.0,2024-03-13_18:45:00
19120,2024-03-14,16:45:00,19:00:00,19:00:00,No Delay,135.0,0.0,2024-03-14_16:45:00
19121,2024-03-14,16:45:00,19:00:00,19:00:00,No Delay,135.0,0.0,2024-03-14_16:45:00
19122,2024-03-14,17:00:00,18:00:00,18:00:00,No Delay,60.0,0.0,2024-03-14_17:00:00
19123,2024-03-13,20:00:00,21:00:00,21:00:00,No Delay,60.0,0.0,2024-03-13_20:00:00
19124,2024-03-14,17:00:00,18:50:00,18:50:00,No Delay,110.0,0.0,2024-03-14_17:00:00
19125,2024-03-14,17:15:00,18:35:00,18:35:00,No Delay,80.0,0.0,2024-03-14_17:15:00
19126,2024-03-13,20:15:00,20:45:00,20:45:00,No Delay,30.0,0.0,2024-03-13_20:15:00
19127,2024-03-14,17:30:00,18:00:00,18:00:00,No Delay,30.0,0.0,2024-03-14_17:30:00
19128,2024-03-13,20:30:00,21:00:00,21:00:00,No Delay,30.0,0.0,2024-03-13_20:30:00
19129,2024-03-14,17:45:00,19:05:00,19:05:00,No Delay,80.0,0.0,2024-03-14_17:45:00
19130,2024-03-14,18:45:00,19:15:00,19:15:00,No Delay,30.0,0.0,2024-03-14_18:45:00
19131,2024-03-14,18:45:00,19:15:00,19:15:00,No Delay,30.0,0.0,2024-03-14_18:45:00
19132,2024-03-14,17:45:00,18:15:00,18:15:00,No Delay,30.0,0.0,2024-03-14_17:45:00
19133,2024-03-14,18:00:00,19:50:00,19:50:00,No Delay,110.0,0.0,2024-03-14_18:00:00
19134,2024-03-14,17:45:00,18:15:00,18:15:00,No Delay,30.0,0.0,2024-03-14_17:45:00
19135,2024-03-14,17:45:00,18:15:00,18:15:00,No Delay,30.0,0.0,2024-03-14_17:45:00
19136,2024-03-14,17:45:00,19:05:00,19:05:00,No Delay,80.0,0.0,2024-03-14_17:45:00
19137,2024-03-13,21:00:00,22:20:00,22:20:00,Signal Failure,80.0,0.0,2024-03-13_21:00:00
19138,2024-03-14,18:15:00,19:35:00,19:35:00,No Delay,80.0,0.0,2024-03-14_18:15:00
19139,2024-03-13,21:15:00,22:15:00,22:15:00,No Delay,60.0,0.0,2024-03-13_21:15:00
19140,2024-03-14,18:30:00,20:15:00,20:15:00,No Delay,105.0,0.0,2024-03-14_18:30:00
19141,2024-03-13,21:30:00,22:30:00,22:30:00,No Delay,60.0,0.0,2024-03-13_21:30:00
19142,2024-03-14,18:30:00,20:00:00,20:00:00,No Delay,90.0,0.0,2024-03-14_18:30:00
19143,2024-03-13,21:30:00,23:20:00,23:20:00,No Delay,110.0,0.0,2024-03-13_21:30:00
19144,2024-03-14,18:30:00,19:00:00,19:00:00,No Delay,30.0,0.0,2024-03-14_18:30:00
19145,2024-03-14,18:45:00,19:20:00,19:20:00,No Delay,35.0,0.0,2024-03-14_18:45:00
19146,2024-03-14,18:45:00,19:15:00,19:15:00,No Delay,30.0,0.0,2024-03-14_18:45:00
19147,2024-03-14,18:45:00,20:05:00,20:05:00,No Delay,80.0,0.0,2024-03-14_18:45:00
19148,2024-03-14,18:45:00,19:20:00,19:20:00,No Delay,35.0,0.0,2024-03-14_18:45:00
19149,2024-03-14,17:45:00,18:15:00,18:15:00,No Delay,30.0,0.0,2024-03-14_17:45:00
19150,2024-03-14,18:45:00,20:05:00,20:05:00,No Delay,80.0,0.0,2024-03-14_18:45:00
19151,2024-03-14,17:45:00,18:30:00,18:30:00,No Delay,45.0,0.0,2024-03-14_17:45:00
19152,2024-03-14,18:45:00,19:05:00,19:05:00,No Delay,20.0,0.0,2024-03-14_18:45:00
19153,2024-03-14,18:45:00,19:45:00,19:45:00,No Delay,60.0,0.0,2024-03-14_18:45:00
19154,2024-03-14,17:45:00,18:45:00,18:45:00,No Delay,60.0,0.0,2024-03-14_17:45:00
19155,2024-03-14,18:45:00,19:05:00,19:05:00,No Delay,20.0,0.0,2024-03-14_18:45:00
19156,2024-03-14,17:45:00,19:35:00,19:35:00,No Delay,110.0,0.0,2024-03-14_17:45:00
19157,2024-03-14,18:45:00,19:05:00,19:05:00,No Delay,20.0,0.0,2024-03-14_18:45:00
19158,2024-03-14,17:45:00,19:35:00,19:35:00,No Delay,110.0,0.0,2024-03-14_17:45:00
19159,2024-03-14,20:15:00,20:45:00,20:45:00,No Delay,30.0,0.0,2024-03-14_20:15:00
19160,2024-03-14,20:15:00,00:45:00,00:45:00,No Delay,-1170.0,0.0,2024-03-14_20:15:00
19161,2024-03-14,20:15:00,21:15:00,21:15:00,No Delay,60.0,0.0,2024-03-14_20:15:00
19162,2024-03-14,20:30:00,20:55:00,20:55:00,No Delay,25.0,0.0,2024-03-14_20:30:00
19163,2024-03-14,21:00:00,22:20:00,22:20:00,No Delay,80.0,0.0,2024-03-14_21:00:00
19164,2024-03-14,21:00:00,22:20:00,22:20:00,No Delay,80.0,0.0,2024-03-14_21:00:00
19165,2024-03-14,00:30:00,01:50:00,01:50:00,No Delay,80.0,0.0,2024-03-14_00:30:00
19166,2024-03-14,21:30:00,22:00:00,22:00:00,No Delay,30.0,0.0,2024-03-14_21:30:00
19167,2024-03-14,00:30:00,02:20:00,02:20:00,No Delay,110.0,0.0,2024-03-14_00:30:00
19168,2024-03-14,21:45:00,23:05:00,23:05:00,No Delay,80.0,0.0,2024-03-14_21:45:00
19169,2024-03-14,22:00:00,23:00:00,23:00:00,No Delay,60.0,0.0,2024-03-14_22:00:00
19170,2024-03-14,22:00:00,23:20:00,23:20:00,No Delay,80.0,0.0,2024-03-14_22:00:00
19171,2024-03-14,22:30:00,00:00:00,00:00:00,No Delay,-1350.0,0.0,2024-03-14_22:30:00
19172,2024-03-14,01:45:00,03:05:00,03:05:00,No Delay,80.0,0.0,2024-03-14_01:45:00
19173,2024-03-14,01:45:00,04:00:00,04:00:00,No Delay,135.0,0.0,2024-03-14_01:45:00
19174,2024-03-14,01:45:00,03:35:00,03:35:00,No Delay,110.0,0.0,2024-03-14_01:45:00
19175,2024-03-15,23:00:00,00:00:00,00:00:00,No Delay,-1380.0,0.0,2024-03-15_23:00:00
19176,2024-03-14,02:00:00,03:50:00,03:50:00,No Delay,110.0,0.0,2024-03-14_02:00:00
19177,2024-03-15,23:15:00,00:15:00,00:15:00,No Delay,-1380.0,0.0,2024-03-15_23:15:00
19178,2024-03-14,02:30:00,03:00:00,03:00:00,No Delay,30.0,0.0,2024-03-14_02:30:00
19179,2024-03-14,23:30:00,00:50:00,00:50:00,No Delay,-1360.0,0.0,2024-03-14_23:30:00
19180,2024-03-15,23:45:00,00:10:00,00:10:00,No Delay,-1415.0,0.0,2024-03-15_23:45:00
19181,2024-03-14,23:45:00,01:05:00,01:05:00,No Delay,-1360.0,0.0,2024-03-14_23:45:00
19182,2024-03-14,23:45:00,00:35:00,00:35:00,No Delay,-1390.0,0.0,2024-03-14_23:45:00
19183,2024-03-14,23:45:00,01:35:00,01:35:00,No Delay,-1330.0,0.0,2024-03-14_23:45:00
19184,2024-03-15,23:45:00,00:35:00,00:35:00,No Delay,-1390.0,0.0,2024-03-15_23:45:00
19185,2024-03-15,23:45:00,00:10:00,00:10:00,No Delay,-1415.0,0.0,2024-03-15_23:45:00
19186,2024-03-15,23:45:00,00:45:00,00:45:00,No Delay,-1380.0,0.0,2024-03-15_23:45:00
19187,2024-03-14,23:45:00,00:35:00,00:35:00,No Delay,-1390.0,0.0,2024-03-14_23:45:00
19188,2024-03-15,00:00:00,00:30:00,00:30:00,No Delay,30.0,0.0,2024-03-15_00:00:00
19189,2024-03-15,00:00:00,01:20:00,01:20:00,No Delay,80.0,0.0,2024-03-15_00:00:00
19190,2024-03-15,00:15:00,00:45:00,00:45:00,No Delay,30.0,0.0,2024-03-15_00:15:00
19191,2024-03-15,00:30:00,02:20:00,02:20:00,No Delay,110.0,0.0,2024-03-15_00:30:00
19192,2024-03-14,03:30:00,04:00:00,04:01:00,Weather Conditions,30.0,1.0,2024-03-14_03:30:00
19193,2024-03-15,01:00:00,01:30:00,01:30:00,No Delay,30.0,0.0,2024-03-15_01:00:00
19194,2024-03-14,04:15:00,04:45:00,04:45:00,No Delay,30.0,0.0,2024-03-14_04:15:00
19195,2024-03-14,04:15:00,04:45:00,04:45:00,No Delay,30.0,0.0,2024-03-14_04:15:00
19196,2024-03-14,04:15:00,04:45:00,04:45:00,No Delay,30.0,0.0,2024-03-14_04:15:00
19197,2024-03-14,04:30:00,05:50:00,05:50:00,No Delay,80.0,0.0,2024-03-14_04:30:00
19198,2024-03-15,01:45:00,02:35:00,02:35:00,Weather,50.0,0.0,2024-03-15_01:45:00
19199,2024-03-15,02:00:00,03:00:00,03:00:00,No Delay,60.0,0.0,2024-03-15_02:00:00
19200,2024-03-14,05:00:00,05:45:00,05:45:00,No Delay,45.0,0.0,2024-03-14_05:00:00
19201,2024-03-14,05:00:00,06:50:00,06:50:00,No Delay,110.0,0.0,2024-03-14_05:00:00
19202,2024-03-15,02:15:00,02:45:00,02:45:00,Weather,30.0,0.0,2024-03-15_02:15:00
19203,2024-03-14,05:15:00,05:45:00,05:45:00,No Delay,30.0,0.0,2024-03-14_05:15:00
19204,2024-03-14,05:30:00,07:20:00,07:20:00,No Delay,110.0,0.0,2024-03-14_05:30:00
19205,2024-03-14,09:30:00,11:20:00,11:45:00,Traffic,110.0,25.0,2024-03-14_09:30:00
19206,2024-03-14,05:45:00,07:05:00,07:05:00,No Delay,80.0,0.0,2024-03-14_05:45:00
19207,2024-03-15,02:45:00,04:35:00,04:35:00,No Delay,110.0,0.0,2024-03-15_02:45:00
19208,2024-03-14,05:45:00,06:15:00,06:15:00,No Delay,30.0,0.0,2024-03-14_05:45:00
19209,2024-03-14,05:45:00,06:15:00,06:15:00,No Delay,30.0,0.0,2024-03-14_05:45:00
19210,2024-03-15,02:45:00,04:35:00,04:35:00,No Delay,110.0,0.0,2024-03-15_02:45:00
19211,2024-03-14,06:15:00,08:05:00,08:05:00,No Delay,110.0,0.0,2024-03-14_06:15:00
19212,2024-03-14,06:15:00,06:45:00,06:45:00,No Delay,30.0,0.0,2024-03-14_06:15:00
19213,2024-03-14,06:15:00,06:45:00,06:45:00,No Delay,30.0,0.0,2024-03-14_06:15:00
19214,2024-03-14,06:15:00,06:45:00,06:45:00,No Delay,30.0,0.0,2024-03-14_06:15:00
19215,2024-03-14,06:15:00,08:05:00,08:05:00,No Delay,110.0,0.0,2024-03-14_06:15:00
19216,2024-03-14,06:30:00,08:20:00,08:20:00,No Delay,110.0,0.0,2024-03-14_06:30:00
19217,2024-03-14,06:30:00,07:50:00,07:50:00,No Delay,80.0,0.0,2024-03-14_06:30:00
19218,2024-03-14,06:30:00,07:50:00,07:50:00,No Delay,80.0,0.0,2024-03-14_06:30:00
19219,2024-03-14,06:30:00,08:20:00,08:20:00,No Delay,110.0,0.0,2024-03-14_06:30:00
19220,2024-03-14,06:30:00,07:50:00,07:50:00,No Delay,80.0,0.0,2024-03-14_06:30:00
19221,2024-03-14,06:45:00,08:05:00,08:05:00,No Delay,80.0,0.0,2024-03-14_06:45:00
19222,2024-03-14,06:45:00,07:15:00,07:15:00,No Delay,30.0,0.0,2024-03-14_06:45:00
19223,2024-03-14,07:00:00,08:20:00,08:20:00,No Delay,80.0,0.0,2024-03-14_07:00:00
19224,2024-03-14,07:00:00,07:30:00,07:30:00,No Delay,30.0,0.0,2024-03-14_07:00:00
19225,2024-03-15,04:00:00,05:50:00,05:50:00,No Delay,110.0,0.0,2024-03-15_04:00:00
19226,2024-03-15,04:15:00,04:45:00,04:45:00,No Delay,30.0,0.0,2024-03-15_04:15:00
19227,2024-03-15,04:15:00,05:35:00,05:35:00,No Delay,80.0,0.0,2024-03-15_04:15:00
19228,2024-03-15,04:15:00,05:35:00,05:35:00,No Delay,80.0,0.0,2024-03-15_04:15:00
19229,2024-03-15,04:30:00,05:50:00,05:50:00,No Delay,80.0,0.0,2024-03-15_04:30:00
19230,2024-03-14,07:30:00,08:40:00,08:40:00,No Delay,70.0,0.0,2024-03-14_07:30:00
19231,2024-03-15,04:30:00,05:50:00,05:50:00,No Delay,80.0,0.0,2024-03-15_04:30:00
19232,2024-03-15,04:30:00,05:00:00,05:00:00,No Delay,30.0,0.0,2024-03-15_04:30:00
19233,2024-03-14,07:30:00,09:20:00,09:20:00,No Delay,110.0,0.0,2024-03-14_07:30:00
19234,2024-03-14,07:45:00,09:05:00,09:05:00,No Delay,80.0,0.0,2024-03-14_07:45:00
19235,2024-03-14,08:00:00,10:15:00,10:49:00,Weather,135.0,34.0,2024-03-14_08:00:00
19236,2024-03-14,08:00:00,09:50:00,09:50:00,No Delay,110.0,0.0,2024-03-14_08:00:00
19237,2024-03-14,08:00:00,10:15:00,10:49:00,Weather,135.0,34.0,2024-03-14_08:00:00
19238,2024-03-14,08:00:00,10:15:00,10:49:00,Weather,135.0,34.0,2024-03-14_08:00:00
19239,2024-03-14,08:00:00,09:50:00,09:50:00,No Delay,110.0,0.0,2024-03-14_08:00:00
19240,2024-03-14,08:15:00,09:35:00,10:35:00,Signal Failure,80.0,60.0,2024-03-14_08:15:00
19241,2024-03-14,08:15:00,09:35:00,10:35:00,Signal Failure,80.0,60.0,2024-03-14_08:15:00
19242,2024-03-14,08:15:00,09:00:00,09:00:00,No Delay,45.0,0.0,2024-03-14_08:15:00
19243,2024-03-14,08:15:00,10:05:00,10:05:00,No Delay,110.0,0.0,2024-03-14_08:15:00
19244,2024-03-14,07:45:00,09:15:00,09:15:00,No Delay,90.0,0.0,2024-03-14_07:45:00
19245,2024-03-14,08:45:00,09:15:00,09:15:00,No Delay,30.0,0.0,2024-03-14_08:45:00
19246,2024-03-14,08:45:00,09:45:00,09:45:00,No Delay,60.0,0.0,2024-03-14_08:45:00
19247,2024-03-14,07:45:00,08:45:00,08:45:00,No Delay,60.0,0.0,2024-03-14_07:45:00
19248,2024-03-14,07:45:00,08:45:00,08:45:00,No Delay,60.0,0.0,2024-03-14_07:45:00
19249,2024-03-14,07:45:00,09:15:00,09:15:00,No Delay,90.0,0.0,2024-03-14_07:45:00
19250,2024-03-15,05:45:00,06:15:00,06:15:00,No Delay,30.0,0.0,2024-03-15_05:45:00
19251,2024-03-14,07:45:00,08:45:00,08:45:00,No Delay,60.0,0.0,2024-03-14_07:45:00
19252,2024-03-14,07:45:00,09:15:00,09:15:00,No Delay,90.0,0.0,2024-03-14_07:45:00
19253,2024-03-14,08:45:00,09:15:00,09:15:00,No Delay,30.0,0.0,2024-03-14_08:45:00
19254,2024-03-14,09:00:00,10:20:00,10:20:00,No Delay,80.0,0.0,2024-03-14_09:00:00
19255,2024-03-14,16:00:00,20:20:00,20:20:00,No Delay,260.0,0.0,2024-03-14_16:00:00
19256,2024-03-15,06:15:00,07:15:00,07:15:00,No Delay,60.0,0.0,2024-03-15_06:15:00
19257,2024-03-15,06:15:00,08:05:00,08:05:00,No Delay,110.0,0.0,2024-03-15_06:15:00
19258,2024-03-15,06:15:00,06:45:00,06:45:00,No Delay,30.0,0.0,2024-03-15_06:15:00
19259,2024-03-15,06:15:00,06:45:00,06:45:00,No Delay,30.0,0.0,2024-03-15_06:15:00
19260,2024-03-15,06:15:00,07:15:00,07:15:00,No Delay,60.0,0.0,2024-03-15_06:15:00
19261,2024-03-14,09:15:00,09:45:00,09:45:00,No Delay,30.0,0.0,2024-03-14_09:15:00
19262,2024-03-14,09:15:00,09:45:00,09:45:00,No Delay,30.0,0.0,2024-03-14_09:15:00
19263,2024-04-01,06:30:00,07:50:00,07:50:00,No Delay,80.0,0.0,2024-04-01_06:30:00
19264,2024-03-15,06:30:00,07:00:00,08:02:00,Signal failure,30.0,62.0,2024-03-15_06:30:00
19265,2024-03-14,09:30:00,10:50:00,10:50:00,No Delay,80.0,0.0,2024-03-14_09:30:00
19266,2024-03-15,06:30:00,08:20:00,08:20:00,No Delay,110.0,0.0,2024-03-15_06:30:00
19267,2024-03-15,07:45:00,09:15:00,09:15:00,No Delay,90.0,0.0,2024-03-15_07:45:00
19268,2024-03-15,07:45:00,08:45:00,08:45:00,No Delay,60.0,0.0,2024-03-15_07:45:00
19269,2024-03-15,07:45:00,09:15:00,09:15:00,No Delay,90.0,0.0,2024-03-15_07:45:00
19270,2024-03-15,07:45:00,08:45:00,08:45:00,No Delay,60.0,0.0,2024-03-15_07:45:00
19271,2024-03-15,07:45:00,09:15:00,09:15:00,No Delay,90.0,0.0,2024-03-15_07:45:00
19272,2024-03-15,07:45:00,09:15:00,09:15:00,No Delay,90.0,0.0,2024-03-15_07:45:00
19273,2024-03-15,07:45:00,08:45:00,08:45:00,No Delay,60.0,0.0,2024-03-15_07:45:00
19274,2024-03-15,07:45:00,08:45:00,08:45:00,No Delay,60.0,0.0,2024-03-15_07:45:00
19275,2024-03-15,06:45:00,08:05:00,08:05:00,No Delay,80.0,0.0,2024-03-15_06:45:00
19276,2024-03-15,07:00:00,07:30:00,07:30:00,No Delay,30.0,0.0,2024-03-15_07:00:00
19277,2024-03-15,07:15:00,08:35:00,08:35:00,No Delay,80.0,0.0,2024-03-15_07:15:00
19278,2024-03-15,07:30:00,09:20:00,09:20:00,No Delay,110.0,0.0,2024-03-15_07:30:00
19279,2024-03-14,10:30:00,11:50:00,11:50:00,No Delay,80.0,0.0,2024-03-14_10:30:00
19280,2024-03-15,07:30:00,08:40:00,08:40:00,No Delay,70.0,0.0,2024-03-15_07:30:00
19281,2024-03-15,07:30:00,08:40:00,08:40:00,No Delay,70.0,0.0,2024-03-15_07:30:00
19282,2024-03-15,07:45:00,08:15:00,08:15:00,No Delay,30.0,0.0,2024-03-15_07:45:00
19283,2024-03-15,08:00:00,10:15:00,10:58:00,Weather,135.0,43.0,2024-03-15_08:00:00
19284,2024-03-15,08:00:00,10:15:00,10:58:00,Weather,135.0,43.0,2024-03-15_08:00:00
19285,2024-03-15,08:00:00,10:15:00,10:58:00,Weather,135.0,43.0,2024-03-15_08:00:00
19286,2024-03-15,08:00:00,09:50:00,09:50:00,No Delay,110.0,0.0,2024-03-15_08:00:00
19287,2024-03-15,08:00:00,09:50:00,09:50:00,No Delay,110.0,0.0,2024-03-15_08:00:00
19288,2024-03-15,08:00:00,08:25:00,08:25:00,No Delay,25.0,0.0,2024-03-15_08:00:00
19289,2024-03-15,08:15:00,09:45:00,09:45:00,No Delay,90.0,0.0,2024-03-15_08:15:00
19290,2024-03-14,11:15:00,11:45:00,11:45:00,No Delay,30.0,0.0,2024-03-14_11:15:00
19291,2024-03-15,08:30:00,09:30:00,09:30:00,No Delay,60.0,0.0,2024-03-15_08:30:00
19292,2024-03-14,11:45:00,12:15:00,12:15:00,No Delay,30.0,0.0,2024-03-14_11:45:00
19293,2024-03-15,09:45:00,11:05:00,11:05:00,No Delay,80.0,0.0,2024-03-15_09:45:00
19294,2024-03-15,08:45:00,09:45:00,09:45:00,No Delay,60.0,0.0,2024-03-15_08:45:00
19295,2024-03-15,08:45:00,09:45:00,09:45:00,No Delay,60.0,0.0,2024-03-15_08:45:00
19296,2024-03-14,12:00:00,12:30:00,12:30:00,No Delay,30.0,0.0,2024-03-14_12:00:00
19297,2024-03-14,12:00:00,12:45:00,12:45:00,No Delay,45.0,0.0,2024-03-14_12:00:00
19298,2024-03-14,11:15:00,12:35:00,13:12:00,Technical Issue,80.0,37.0,2024-03-14_11:15:00
19299,2024-03-14,11:15:00,12:35:00,13:12:00,Technical Issue,80.0,37.0,2024-03-14_11:15:00
19300,2024-03-15,09:30:00,10:00:00,10:00:00,No Delay,30.0,0.0,2024-03-15_09:30:00
19301,2024-03-14,12:45:00,13:45:00,13:45:00,No Delay,60.0,0.0,2024-03-14_12:45:00
19302,2024-03-14,13:15:00,13:45:00,13:45:00,Weather Conditions,30.0,0.0,2024-03-14_13:15:00
19303,2024-03-14,13:15:00,13:45:00,13:45:00,Weather Conditions,30.0,0.0,2024-03-14_13:15:00
19304,2024-03-15,10:30:00,11:00:00,11:00:00,No Delay,30.0,0.0,2024-03-15_10:30:00
19305,2024-03-15,10:30:00,11:00:00,11:00:00,No Delay,30.0,0.0,2024-03-15_10:30:00
19306,2024-03-14,13:30:00,14:00:00,14:00:00,No Delay,30.0,0.0,2024-03-14_13:30:00
19307,2024-03-14,13:30:00,14:30:00,14:30:00,No Delay,60.0,0.0,2024-03-14_13:30:00
19308,2024-03-14,13:30:00,14:30:00,14:30:00,No Delay,60.0,0.0,2024-03-14_13:30:00
19309,2024-03-15,10:30:00,11:00:00,11:00:00,No Delay,30.0,0.0,2024-03-15_10:30:00
19310,2024-03-15,10:30:00,11:50:00,11:50:00,No Delay,80.0,0.0,2024-03-15_10:30:00
19311,2024-03-15,10:45:00,12:05:00,12:05:00,No Delay,80.0,0.0,2024-03-15_10:45:00
19312,2024-03-15,11:00:00,11:30:00,14:26:00,Staff Shortage,30.0,176.0,2024-03-15_11:00:00
19313,2024-03-15,11:00:00,13:30:00,13:30:00,Staffing,150.0,0.0,2024-03-15_11:00:00
19314,2024-03-15,11:00:00,13:30:00,13:30:00,Staffing,150.0,0.0,2024-03-15_11:00:00
19315,2024-03-14,14:15:00,16:05:00,16:05:00,No Delay,110.0,0.0,2024-03-14_14:15:00
19316,2024-03-15,11:15:00,12:35:00,12:35:00,No Delay,80.0,0.0,2024-03-15_11:15:00
19317,2024-03-15,11:15:00,11:45:00,12:12:00,Technical Issue,30.0,27.0,2024-03-15_11:15:00
19318,2024-03-15,11:30:00,12:50:00,12:50:00,No Delay,80.0,0.0,2024-03-15_11:30:00
19319,2024-03-14,14:45:00,15:15:00,15:15:00,No Delay,30.0,0.0,2024-03-14_14:45:00
19320,2024-03-15,11:45:00,13:05:00,13:05:00,No Delay,80.0,0.0,2024-03-15_11:45:00
19321,2024-03-14,14:45:00,16:35:00,16:35:00,No Delay,110.0,0.0,2024-03-14_14:45:00
19322,2024-03-15,11:45:00,12:45:00,12:45:00,No Delay,60.0,0.0,2024-03-15_11:45:00
19323,2024-03-15,11:45:00,13:05:00,13:05:00,No Delay,80.0,0.0,2024-03-15_11:45:00
19324,2024-03-14,14:45:00,15:15:00,15:15:00,No Delay,30.0,0.0,2024-03-14_14:45:00
19325,2024-03-14,15:00:00,16:00:00,16:42:00,Technical Issue,60.0,42.0,2024-03-14_15:00:00
19326,2024-03-15,12:00:00,12:30:00,12:30:00,No Delay,30.0,0.0,2024-03-15_12:00:00
19327,2024-03-15,12:30:00,13:00:00,13:00:00,No Delay,30.0,0.0,2024-03-15_12:30:00
19328,2024-03-14,15:30:00,15:55:00,15:55:00,No Delay,25.0,0.0,2024-03-14_15:30:00
19329,2024-03-14,15:30:00,16:30:00,16:30:00,No Delay,60.0,0.0,2024-03-14_15:30:00
19330,2024-03-14,15:30:00,16:50:00,16:50:00,No Delay,80.0,0.0,2024-03-14_15:30:00
19331,2024-03-14,15:45:00,17:05:00,17:05:00,No Delay,80.0,0.0,2024-03-14_15:45:00
19332,2024-03-15,13:00:00,14:50:00,14:50:00,Staff Shortage,110.0,0.0,2024-03-15_13:00:00
19333,2024-03-14,16:00:00,16:30:00,16:30:00,No Delay,30.0,0.0,2024-03-14_16:00:00
19334,2024-03-15,13:00:00,14:50:00,14:50:00,Staff Shortage,110.0,0.0,2024-03-15_13:00:00
19335,2024-03-14,16:00:00,17:20:00,17:40:00,Signal failure,80.0,20.0,2024-03-14_16:00:00
19336,2024-03-15,13:15:00,13:45:00,13:45:00,Weather Conditions,30.0,0.0,2024-03-15_13:15:00
19337,2024-03-14,16:15:00,16:45:00,16:45:00,No Delay,30.0,0.0,2024-03-14_16:15:00
19338,2024-03-15,13:15:00,13:45:00,13:45:00,Weather Conditions,30.0,0.0,2024-03-15_13:15:00
19339,2024-03-14,16:15:00,18:05:00,18:05:00,No Delay,110.0,0.0,2024-03-14_16:15:00
19340,2024-03-15,13:30:00,14:50:00,14:50:00,No Delay,80.0,0.0,2024-03-15_13:30:00
19341,2024-03-15,13:30:00,14:50:00,14:50:00,No Delay,80.0,0.0,2024-03-15_13:30:00
19342,2024-03-15,13:30:00,14:00:00,14:00:00,No Delay,30.0,0.0,2024-03-15_13:30:00
19343,2024-03-14,16:30:00,18:45:00,18:45:00,No Delay,135.0,0.0,2024-03-14_16:30:00
19344,2024-03-14,17:45:00,18:45:00,18:45:00,No Delay,60.0,0.0,2024-03-14_17:45:00
19345,2024-03-14,17:45:00,19:35:00,19:35:00,No Delay,110.0,0.0,2024-03-14_17:45:00
19346,2024-03-14,17:45:00,19:35:00,19:35:00,No Delay,110.0,0.0,2024-03-14_17:45:00
19347,2024-03-14,17:45:00,19:35:00,19:35:00,No Delay,110.0,0.0,2024-03-14_17:45:00
19348,2024-03-14,17:45:00,18:15:00,18:15:00,No Delay,30.0,0.0,2024-03-14_17:45:00
19349,2024-03-15,13:45:00,15:00:00,15:00:00,No Delay,75.0,0.0,2024-03-15_13:45:00
19350,2024-03-15,14:00:00,15:00:00,15:00:00,No Delay,60.0,0.0,2024-03-15_14:00:00
19351,2024-03-15,14:00:00,15:00:00,15:00:00,No Delay,60.0,0.0,2024-03-15_14:00:00
19352,2024-03-14,17:15:00,19:05:00,19:05:00,No Delay,110.0,0.0,2024-03-14_17:15:00
19353,2024-03-14,17:15:00,17:45:00,17:45:00,No Delay,30.0,0.0,2024-03-14_17:15:00
19354,2024-03-15,14:15:00,15:35:00,15:35:00,No Delay,80.0,0.0,2024-03-15_14:15:00
19355,2024-03-14,17:15:00,17:45:00,17:45:00,No Delay,30.0,0.0,2024-03-14_17:15:00
