Transaction_ID,Purchase_Type,Payment_Method,Railcard,Ticket_Class,Ticket_Type,Price,Journey_Status,Departure_Station_ID,Arrival_Station_ID,Time_ID,Journey_ID,Refund_Request
ea3c4413-6a2b-46b7-9acb,Station,Contactless,Senior,Standard,Advance,2,On Time,19,13,15691,15691,No
e9454684-5066-4010-8e5d,Station,Contactless,None,Standard,Off-Peak,53,On Time,15,32,15692,15692,No
aa49c43b-d760-4a0d-aa2f,Station,Credit Card,None,Standard,Advance,3,Delayed,19,13,15693,15693,No
16c96b6d-6cce-49fc-a357,Station,Credit Card,None,First Class,Advance,10,Delayed,19,13,15694,15694,No
515d3379-5d82-4d54-a3a1,Station,Debit Card,Adult,Standard,Advance,8,On Time,16,24,15695,15695,No
a2b24687-5c3f-4b2f-9cc2,Station,Contactless,None,Standard,Advance,33,On Time,24,1,15696,15696,No
b252f774-b2e9-4770-863a,Station,Contactless,None,Standard,Advance,13,On Time,16,24,15697,15697,No
1f400230-490c-4080-b749,Online,Credit Card,Senior,First Class,Advance,6,On Time,13,5,15698,15698,No
f72b4529-7fcf-4405-976a,Station,Contactless,None,Standard,Advance,35,Delayed,15,32,15699,15699,No
2048efc7-e81d-42f6-a837,Station,Contactless,None,Standard,Advance,3,On Time,13,19,15700,15700,No
bc84f0d4-6fef-4dad-8b12,Station,Credit Card,None,First Class,Advance,27,On Time,16,24,15701,15701,No
a1e823a3-fffa-4d53-aebf,Online,Contactless,Disabled,Standard,Off-Peak,8,On Time,32,8,15702,15702,No
7753effa-4b5b-416d-b4a6,Online,Credit Card,None,Standard,Off-Peak,5,Cancelled,13,19,15703,15703,No
6780a301-a305-40c6-bc92,Online,Debit Card,Senior,Standard,Anytime,17,On Time,16,24,15704,15704,No
a3c4414f-a39a-44fc-beac,Online,Credit Card,Disabled,Standard,Anytime,43,On Time,17,31,15705,15705,No
cf19416d-46ed-4456-8760,Online,Credit Card,None,Standard,Anytime,70,On Time,15,32,15706,15706,No
41d2f77f-6acc-46f2-a631,Online,Contactless,None,Standard,Anytime,11,On Time,24,22,15707,15707,No
4e4e18ce-4299-4438-ab1f,Station,Credit Card,None,Standard,Anytime,151,Delayed,13,14,15708,15708,No
55d41161-e327-45cd-b0db,Online,Contactless,Disabled,Standard,Anytime,48,On Time,15,10,15709,15709,No
3e0983eb-2a8b-45aa-b202,Station,Contactless,Adult,Standard,Off-Peak,10,Delayed,19,11,15710,15710,No
53c0a81d-89c8-413d-9c50,Online,Credit Card,Senior,Standard,Advance,2,On Time,19,13,15711,15711,No
05cad204-1983-400a-ba22,Online,Debit Card,None,Standard,Advance,35,On Time,15,32,15712,15712,No
30ea8163-3602-40f3-9308,Online,Credit Card,None,Standard,Advance,34,On Time,32,23,15713,15713,No
fd352e0c-28b4-48f4-8298,Station,Contactless,None,Standard,Off-Peak,10,On Time,14,1,15714,15714,No
fa6e5d8f-0f5a-4a36-a2c2,Online,Credit Card,Adult,Standard,Off-Peak,8,On Time,17,1,15715,15715,No
e9391480-68c2-446d-8b26,Online,Contactless,None,Standard,Off-Peak,53,On Time,15,32,15716,15716,No
0ce02f13-f966-42c1-b3f7,Online,Contactless,None,Standard,Advance,13,On Time,16,24,15717,15717,No
cc1c1e01-ab12-49cb-89b1,Online,Credit Card,None,Standard,Advance,7,On Time,14,1,15718,15718,No
3c6c027b-6219-453d-a488,Online,Credit Card,None,First Class,Off-Peak,41,On Time,16,24,15719,15719,No
766e2ed7-5b30-44c3-a2cf,Online,Credit Card,Adult,Standard,Advance,5,On Time,17,1,15720,15720,No
d891020c-24fc-420c-9c2b,Online,Credit Card,None,Standard,Advance,35,On Time,15,32,15721,15721,No
da19cdcc-9b32-42e8-89a2,Online,Credit Card,None,Standard,Off-Peak,12,On Time,17,1,15722,15722,No
f5b2c40c-6fdd-4bbf-bc0c,Station,Credit Card,None,Standard,Advance,7,On Time,14,1,15723,15723,No
eb6299a5-724d-4e16-a60e,Station,Credit Card,Adult,Standard,Anytime,9,Delayed,14,1,15724,15724,No
4e3d8695-639b-46ac-bd24,Online,Contactless,None,Standard,Advance,35,On Time,15,32,15725,15725,No
3871ffc5-a4e4-427a-a710,Station,Debit Card,Adult,Standard,Anytime,101,Delayed,13,14,15726,15726,Yes
b37ff62e-af64-4421-9802,Online,Credit Card,Disabled,Standard,Advance,4,On Time,14,1,15727,15727,No
3fb14da0-b3e1-4556-a03b,Online,Credit Card,None,Standard,Anytime,16,On Time,17,1,15728,15728,No
9392ff0a-d75b-4e13-8ec9,Online,Credit Card,None,Standard,Anytime,16,On Time,17,1,15729,15729,No
354beccd-b861-45bc-ba56,Station,Credit Card,Adult,Standard,Advance,23,On Time,15,32,15730,15730,No
174dfc81-a3e6-4498-b12c,Online,Contactless,None,Standard,Advance,7,On Time,14,1,15731,15731,No
3558b56b-583d-47d0-8829,Online,Contactless,None,Standard,Advance,3,On Time,13,19,15732,15732,No
052594db-1dd8-40ca-9d63,Online,Credit Card,Senior,First Class,Advance,35,On Time,14,1,15733,15733,No
3af75d38-c73e-465a-8ade,Online,Credit Card,None,Standard,Advance,8,On Time,17,1,15734,15734,No
096f9d1c-777c-4d8b-9de2,Station,Contactless,None,Standard,Advance,35,On Time,15,32,15735,15735,No
1bc4ec27-e1e6-45fa-b1fd,Online,Credit Card,None,Standard,Off-Peak,128,On Time,19,16,15736,15736,No
9f8a3b05-253a-45fa-a2b7,Online,Contactless,None,Standard,Off-Peak,53,On Time,15,32,15737,15737,No
c0ca756e-bd8d-4ac0-ad37,Online,Credit Card,Disabled,Standard,Anytime,29,Cancelled,1,17,15738,15738,No
a04f797e-3783-4935-9a5a,Online,Credit Card,None,Standard,Anytime,67,On Time,32,23,15739,15739,No
42d13de4-e9d9-46d3-a58d,Station,Credit Card,None,First Class,Off-Peak,15,On Time,13,19,15740,15740,No
d9c8b8a8-72c4-49d8-b70e,Online,Contactless,Disabled,Standard,Anytime,48,On Time,15,10,15741,15741,No
dce414ac-0b7c-4a9d-a563,Online,Contactless,Disabled,Standard,Off-Peak,8,On Time,17,1,15742,15742,No
26a50103-3525-4cd8-9820,Online,Credit Card,None,Standard,Advance,18,On Time,16,22,15743,15743,No
77ee1c86-fd21-436a-8c73,Online,Contactless,None,Standard,Advance,3,On Time,19,13,15744,15744,No
ed2c4ddf-6e36-47da-b234,Online,Credit Card,Adult,Standard,Advance,5,On Time,17,1,15745,15745,No
f78c5cbf-5a8c-4bd3-8c26,Online,Contactless,None,Standard,Off-Peak,12,On Time,17,1,15746,15746,No
58c3da8e-d3f6-4168-b20f,Online,Contactless,None,Standard,Off-Peak,5,On Time,13,19,15747,15747,No
9b421f14-187a-47d7-b1aa,Online,Credit Card,None,Standard,Off-Peak,5,On Time,13,19,15748,15748,No
9e214bb6-26d7-49e5-8a6f,Online,Credit Card,None,Standard,Advance,7,On Time,14,1,15749,15749,No
470fc990-ebcc-40e1-869a,Station,Credit Card,None,Standard,Anytime,5,Delayed,19,13,15750,15750,No
7642ff51-6b9a-485e-ac77,Online,Credit Card,None,Standard,Anytime,25,On Time,16,24,15751,15751,No
06e70b00-107e-44e9-b027,Online,Credit Card,Adult,Standard,Anytime,4,On Time,13,19,15752,15752,No
9c218aec-7a60-464c-b92d,Online,Credit Card,None,Standard,Anytime,16,On Time,17,1,15753,15753,No
1094b5aa-21ad-4a1a-b4b1,Station,Credit Card,Adult,Standard,Advance,4,Delayed,14,1,15754,15754,No
82b704c5-687a-4c01-87ae,Online,Credit Card,None,Standard,Advance,7,On Time,14,1,15755,15755,No
ee47e995-efd2-413a-8784,Station,Debit Card,Adult,Standard,Advance,56,Delayed,19,14,15756,15756,Yes
4a0f04bf-1ba8-42b6-9288,Online,Contactless,None,Standard,Advance,3,On Time,19,13,15757,15757,No
7614bd24-f05e-4412-8999,Online,Contactless,Disabled,Standard,Advance,5,On Time,32,8,15758,15758,No
3d237d0b-9efc-403e-9dc2,Online,Credit Card,Senior,Standard,Advance,5,On Time,32,8,15759,15759,No
d3c04683-0398-4278-8bb0,Online,Credit Card,None,Standard,Advance,3,On Time,13,19,15760,15760,No
12808916-e591-4001-83d8,Online,Credit Card,None,Standard,Advance,7,On Time,14,1,15761,15761,No
baf3a4cb-1758-4dea-b73a,Station,Credit Card,None,Standard,Advance,3,On Time,13,19,15762,15762,No
3a5cd6ca-92e0-418b-b8ba,Online,Credit Card,None,Standard,Advance,3,On Time,13,19,15763,15763,No
74108a8c-4d2f-4e68-bfcc,Station,Credit Card,None,Standard,Anytime,16,On Time,17,1,15764,15764,No
863d1012-0063-413b-a3af,Online,Credit Card,Disabled,Standard,Anytime,29,On Time,1,17,15765,15765,No
1268e5e6-eb48-4a47-98c9,Online,Credit Card,None,Standard,Anytime,13,On Time,1,21,15766,15766,No
28c94817-8e09-45c7-87d7,Station,Contactless,None,First Class,Anytime,20,On Time,13,19,15767,15767,No
35cb915a-45c2-4d98-a40b,Online,Contactless,None,First Class,Advance,10,On Time,19,13,15768,15768,No
4ac97169-77ec-49a4-95ea,Online,Contactless,Adult,Standard,Advance,6,On Time,13,25,15769,15769,No
0539c924-b54d-45ec-9c05,Online,Contactless,Adult,First Class,Advance,70,On Time,16,13,15770,15770,No
7458e6f0-c568-401f-8514,Online,Credit Card,Adult,Standard,Anytime,3,On Time,19,13,15771,15771,No
ebbcddd1-7cef-464e-9166,Online,Credit Card,Senior,Standard,Advance,2,On Time,19,13,15772,15772,No
4fc8f9e0-87ce-487f-b3f4,Online,Credit Card,None,First Class,Advance,57,On Time,15,32,15773,15773,No
c387f144-5f23-42b6-ac10,Online,Credit Card,None,Standard,Advance,35,On Time,15,32,15774,15774,No
718c2dd1-5667-47c7-9fa6,Online,Credit Card,Senior,Standard,Advance,2,On Time,19,13,15775,15775,No
c2cd39c0-f451-425f-9fc4,Online,Credit Card,None,Standard,Advance,35,On Time,15,32,15776,15776,No
39f1f2d7-4a5f-4199-8bc3,Online,Contactless,None,Standard,Advance,3,On Time,19,13,15777,15777,No
972bf0f7-1951-429e-8fc6,Station,Contactless,Adult,Standard,Advance,2,On Time,19,13,15778,15778,No
f8c031bf-a5d3-43c8-bf23,Station,Credit Card,None,Standard,Advance,76,On Time,13,14,15779,15779,No
cb8271b1-d682-4d1b-affa,Online,Credit Card,Adult,Standard,Off-Peak,3,On Time,13,19,15780,15780,No
72a4a1f4-e685-4ab7-a134,Online,Contactless,Adult,Standard,Off-Peak,10,On Time,19,11,15781,15781,No
f3f1e5c4-84bc-4e40-9e5c,Online,Credit Card,Adult,Standard,Advance,5,On Time,17,1,15782,15782,No
46354a24-cfbb-4e21-903c,Station,Credit Card,None,Standard,Advance,3,On Time,19,13,15783,15783,No
19fe17db-a9eb-43a4-adc0,Station,Credit Card,None,Standard,Advance,8,On Time,17,1,15784,15784,No
bfd6c2ac-3e9d-40c2-832b,Online,Credit Card,Adult,Standard,Advance,5,On Time,17,1,15785,15785,No
1c771963-061a-4088-aeec,Online,Contactless,None,First Class,Advance,52,On Time,14,1,15786,15786,No
ea860510-7581-40a0-9703,Station,Credit Card,None,Standard,Off-Peak,35,On Time,32,9,15787,15787,No
7a70aea7-eee2-434f-890c,Online,Contactless,None,Standard,Advance,8,On Time,17,1,15788,15788,No
4b870247-6c82-4631-b463,Station,Credit Card,Adult,Standard,Anytime,17,On Time,16,24,15789,15789,No
8dbc17fa-a745-4ae5-80c2,Online,Credit Card,None,Standard,Advance,7,On Time,14,1,15790,15790,No
41078595-b163-4526-8901,Online,Credit Card,None,Standard,Advance,3,On Time,13,19,15791,15791,No
ea0d5de9-1f4e-4655-9f18,Online,Credit Card,None,Standard,Anytime,13,On Time,14,1,15792,15792,No
a4b5418e-07de-4940-be16,Online,Contactless,None,Standard,Advance,6,On Time,1,13,15793,15793,No
a559daa1-d4b2-4d9d-9c9a,Station,Debit Card,Disabled,Standard,Advance,4,On Time,14,1,15794,15794,No
2e874c9f-0c6d-4b0e-b706,Station,Credit Card,Adult,Standard,Advance,4,On Time,14,1,15795,15795,No
8b653a2f-a776-451a-9649,Online,Contactless,Adult,Standard,Advance,2,On Time,19,13,15796,15796,No
12fc8054-ca1a-48d8-90ba,Station,Credit Card,None,Standard,Off-Peak,19,On Time,16,24,15797,15797,No
67b09b1e-6994-47c2-b350,Online,Credit Card,Adult,First Class,Off-Peak,27,On Time,16,24,15798,15798,No
4bee3308-7000-47d3-b7e5,Online,Credit Card,Senior,Standard,Advance,2,On Time,19,13,15799,15799,No
bb4ce758-e757-4a1a-8b16,Station,Contactless,None,First Class,Advance,121,On Time,24,13,15800,15800,No
9e40b3a4-ecb4-4601-bd98,Online,Credit Card,None,Standard,Advance,5,On Time,1,28,15801,15801,No
e82c29ea-9fad-4426-b1d7,Station,Credit Card,None,First Class,Advance,7,On Time,1,26,15802,15802,No
06681573-e156-498d-aaff,Online,Credit Card,None,Standard,Advance,7,On Time,1,21,15803,15803,No
91ec7a5d-9988-4821-abf1,Station,Credit Card,None,Standard,Advance,5,On Time,1,26,15804,15804,No
eaff5e3b-a812-4e31-92bf,Station,Credit Card,None,Standard,Off-Peak,53,On Time,15,32,15805,15805,No
15629cb6-87a4-454e-b660,Online,Credit Card,None,Standard,Off-Peak,10,On Time,14,1,15806,15806,No
7fa58807-97f2-4cd6-be9e,Station,Contactless,None,Standard,Advance,8,On Time,17,1,15807,15807,No
8fe9a7ee-1236-4318-afcc,Online,Contactless,None,Standard,Advance,35,On Time,15,32,15808,15808,No
2208b59f-63eb-4d5e-8a80,Station,Contactless,Adult,Standard,Off-Peak,7,On Time,14,1,15809,15809,No
329eed8c-3a90-4377-9484,Online,Credit Card,Disabled,Standard,Advance,23,On Time,15,32,15810,15810,No
572cdcdf-5cea-4589-bc59,Online,Contactless,None,Standard,Anytime,5,On Time,19,13,15811,15811,No
79dabf60-878a-4294-bcd2,Online,Credit Card,None,Standard,Anytime,70,On Time,15,32,15812,15812,No
c7a33daf-0c92-4ec9-af09,Online,Credit Card,Disabled,Standard,Anytime,95,On Time,14,19,15813,15813,No
29649c4a-a0d1-4ed6-bf22,Online,Contactless,None,Standard,Advance,35,On Time,15,32,15814,15814,No
e717d9c3-003c-4a28-bd97,Online,Contactless,None,Standard,Anytime,13,On Time,14,1,15815,15815,No
9ab54869-b80e-466e-9b7a,Online,Credit Card,None,Standard,Anytime,35,On Time,16,22,15816,15816,No
74e5fff2-8532-474b-8f42,Online,Credit Card,None,First Class,Anytime,63,On Time,16,22,15817,15817,No
1b154870-164e-481b-928d,Online,Credit Card,None,Standard,Anytime,35,On Time,16,22,15818,15818,No
8bb251df-5469-48d6-8574,Online,Contactless,Disabled,Standard,Anytime,48,On Time,15,10,15819,15819,No
d0a7b525-b1e4-4c96-9a83,Online,Credit Card,None,First Class,Advance,59,On Time,1,17,15820,15820,No
a40cb6b2-7c0b-4590-b524,Online,Credit Card,None,Standard,Advance,35,On Time,15,32,15821,15821,No
954cc5cd-9b02-41f8-8889,Station,Credit Card,None,Standard,Advance,76,Delayed,13,14,15822,15822,No
085f4010-e237-42da-a248,Station,Credit Card,None,Standard,Advance,76,Delayed,13,14,15823,15823,No
c6d81baa-8798-410d-aaee,Station,Credit Card,None,Standard,Off-Peak,12,On Time,17,1,15824,15824,No
469ff78f-de7a-479e-b208,Online,Credit Card,None,Standard,Off-Peak,10,On Time,14,1,15825,15825,No
187c7f00-2577-45a5-8f07,Online,Credit Card,None,Standard,Off-Peak,10,On Time,14,1,15826,15826,No
a69e4d23-f5b3-4b55-8a8a,Station,Contactless,None,Standard,Advance,3,Delayed,19,13,15827,15827,No
eed57642-db1b-4df9-906c,Online,Credit Card,Senior,Standard,Advance,23,On Time,15,32,15828,15828,No
c8f22c7b-9fff-4f08-84c9,Online,Credit Card,None,Standard,Advance,8,On Time,17,1,15829,15829,No
761e5365-0f72-4c52-a065,Station,Credit Card,Adult,Standard,Anytime,47,On Time,15,32,15830,15830,No
eeca56b3-b3a4-45a9-bfe3,Station,Credit Card,Adult,Standard,Anytime,9,On Time,14,1,15831,15831,No
2b207276-58c2-421e-a094,Station,Debit Card,Disabled,Standard,Anytime,9,On Time,14,1,15832,15832,No
f9b4bf61-66c9-4867-a99e,Station,Credit Card,None,Standard,Anytime,6,On Time,13,19,15833,15833,No
cd449b7b-379a-4dba-8fc1,Online,Contactless,Adult,Standard,Anytime,3,On Time,19,13,15834,15834,No
19e341b3-dea4-447c-b7e8,Online,Credit Card,None,Standard,Advance,22,On Time,1,17,15835,15835,No
c8dd0521-5d4e-4deb-a753,Online,Credit Card,None,Standard,Anytime,13,On Time,14,1,15836,15836,No
71f44908-78f8-41f0-815a,Station,Contactless,Senior,Standard,Advance,2,On Time,19,13,15837,15837,No
0371658d-e043-4b8e-95cc,Online,Credit Card,None,Standard,Anytime,6,On Time,13,19,15838,15838,No
a3629090-337f-48f2-ba46,Online,Contactless,Adult,Standard,Advance,2,On Time,19,25,15839,15839,No
e2d74aeb-3640-43c2-a03e,Station,Contactless,None,Standard,Anytime,70,On Time,15,32,15840,15840,No
06b1be1d-ebc3-4063-ae7e,Station,Debit Card,Adult,Standard,Anytime,101,Delayed,13,14,15841,15841,Yes
87f7f67f-79dd-4da1-b7a4,Station,Credit Card,None,Standard,Advance,3,On Time,19,13,15842,15842,No
36d7dd3b-8f62-449b-b64b,Online,Contactless,None,Standard,Anytime,25,On Time,16,24,15843,15843,No
d4966943-ed13-4e8b-9c08,Online,Credit Card,Senior,Standard,Anytime,11,On Time,13,5,15844,15844,No
187e0de4-a8f7-4082-8eb5,Online,Credit Card,None,Standard,Advance,7,On Time,14,1,15845,15845,No
b870eb65-acf9-4d6f-9d4b,Online,Contactless,None,Standard,Off-Peak,107,On Time,14,19,15846,15846,No
5893ca92-c03d-4736-93f7,Online,Credit Card,Senior,Standard,Advance,16,On Time,17,12,15847,15847,No
17c3b6b4-3415-4bc6-b02c,Station,Credit Card,None,Standard,Advance,5,On Time,1,28,15848,15848,No
b41a2a98-5c82-463a-b07b,Station,Credit Card,None,Standard,Off-Peak,10,On Time,14,1,15849,15849,No
3c285c7d-f820-4434-8dac,Station,Contactless,None,Standard,Advance,35,Cancelled,15,32,15850,15850,No
48afcb21-28e6-4397-bc25,Station,Credit Card,None,Standard,Off-Peak,53,On Time,15,32,15851,15851,No
b6bfc639-e0de-4bdc-829a,Station,Credit Card,None,Standard,Off-Peak,53,On Time,15,32,15852,15852,No
2a7d8c87-51c7-4d7e-a196,Station,Credit Card,None,Standard,Off-Peak,53,On Time,15,32,15853,15853,No
da8a18e5-5312-4e56-831a,Online,Credit Card,Senior,Standard,Advance,2,On Time,13,19,15854,15854,No
4a8733c2-b321-475c-bbe4,Station,Credit Card,None,Standard,Advance,3,On Time,13,19,15855,15855,No
4b357aed-4d55-4c5b-a0e6,Station,Credit Card,None,Standard,Advance,3,On Time,13,19,15856,15856,No
05c307e0-d774-4621-8de8,Station,Credit Card,None,Standard,Advance,3,On Time,13,19,15857,15857,No
2c6c17c8-78b4-4644-a697,Online,Contactless,None,Standard,Advance,35,On Time,15,32,15858,15858,No
571af76b-a7b0-415c-95ca,Station,Credit Card,None,Standard,Advance,3,On Time,13,19,15859,15859,No
68dc9cca-0ecd-4ce0-aee1,Station,Credit Card,None,Standard,Advance,3,On Time,13,19,15860,15860,No
bdf6849d-b7e4-48d6-92a8,Online,Credit Card,None,First Class,Advance,10,On Time,13,19,15861,15861,No
ba5796a9-e7a7-4f70-9524,Station,Credit Card,Adult,Standard,Off-Peak,17,On Time,22,2,15862,15862,No
f3e36c10-bcd0-4f26-8b3c,Online,Contactless,None,Standard,Off-Peak,4,On Time,19,13,15863,15863,No
fe045b51-3aec-4821-8418,Station,Credit Card,None,Standard,Off-Peak,10,On Time,14,1,15864,15864,No
10596b03-28d3-4ea2-a1a0,Station,Contactless,Adult,Standard,Advance,7,On Time,13,11,15865,15865,No
737f53e3-2e17-4f76-abf9,Online,Contactless,Disabled,First Class,Advance,48,On Time,15,10,15866,15866,No
92f5921c-e91e-4eb5-b5ab,Station,Credit Card,None,Standard,Off-Peak,15,On Time,13,11,15867,15867,No
ce3f9f91-43fc-45e5-bf12,Online,Credit Card,None,Standard,Off-Peak,10,Cancelled,14,1,15868,15868,Yes
83bcd330-1a15-4a5d-94ae,Station,Credit Card,None,Standard,Off-Peak,5,On Time,13,19,15869,15869,No
f4ae48b4-3120-41b1-ba37,Online,Contactless,Senior,Standard,Off-Peak,3,On Time,13,19,15870,15870,No
3fa0194f-d430-48da-805e,Online,Contactless,Disabled,Standard,Advance,5,On Time,32,8,15871,15871,No
b2698b3e-913d-4428-9b58,Station,Contactless,None,Standard,Advance,35,On Time,15,32,15872,15872,No
55186388-8e0f-45d4-8808,Online,Credit Card,None,First Class,Off-Peak,41,On Time,16,24,15873,15873,No
4bbf6921-0c72-4ba9-b8c6,Online,Contactless,None,Standard,Advance,13,On Time,24,16,15874,15874,No
dbcda5af-79f7-4a44-83df,Online,Credit Card,Senior,Standard,Advance,2,On Time,13,19,15875,15875,No
871cbc97-b133-4d05-8af4,Station,Credit Card,Disabled,Standard,Advance,4,On Time,1,13,15876,15876,No
44474f2f-d88d-4e31-9182,Online,Contactless,None,Standard,Off-Peak,53,Cancelled,15,32,15877,15877,Yes
43e8eced-e5e8-4f56-a8db,Station,Credit Card,None,Standard,Off-Peak,126,Delayed,19,14,15878,15878,No
d03af3ab-44f3-4e0f-af4e,Online,Contactless,None,Standard,Off-Peak,10,On Time,14,1,15879,15879,No
36deb342-5cae-4601-a167,Online,Contactless,None,Standard,Off-Peak,59,On Time,32,1,15880,15880,No
3be716cc-5631-414d-9a46,Station,Credit Card,None,Standard,Advance,35,On Time,15,32,15881,15881,No
d6ead59d-f2a2-4853-876f,Station,Contactless,Adult,First Class,Off-Peak,52,On Time,14,1,15882,15882,No
a44e56c3-34be-4d65-8509,Online,Contactless,None,Standard,Off-Peak,4,On Time,19,13,15883,15883,No
64690392-52ec-4fe3-9722,Station,Contactless,Adult,Standard,Off-Peak,7,On Time,14,1,15884,15884,No
4ca2e60e-8731-4a1b-8b61,Online,Contactless,None,Standard,Off-Peak,4,On Time,19,13,15885,15885,No
da446fa4-0e26-45c2-a65d,Station,Contactless,None,Standard,Off-Peak,5,On Time,13,19,15886,15886,No
bee8a36c-2872-41f1-ade9,Station,Contactless,None,Standard,Off-Peak,5,On Time,13,19,15887,15887,No
be4035f5-453d-49ba-8b1f,Station,Contactless,Adult,Standard,Off-Peak,7,On Time,14,1,15888,15888,No
28395334-0355-4835-aff9,Online,Contactless,None,Standard,Off-Peak,5,On Time,13,19,15889,15889,No
cb26adcb-0825-49c0-a0c8,Station,Credit Card,None,Standard,Advance,8,On Time,17,1,15890,15890,No
810a91f1-3bef-49f3-b802,Online,Credit Card,None,Standard,Advance,3,On Time,13,19,15891,15891,No
9e182996-0a84-409d-830f,Online,Credit Card,Adult,Standard,Off-Peak,3,On Time,13,19,15892,15892,No
87dfe840-cff0-4ef0-8644,Online,Credit Card,None,Standard,Advance,35,On Time,15,32,15893,15893,No
8297aa7a-40a0-4d44-885d,Online,Contactless,Adult,Standard,Off-Peak,72,On Time,14,19,15894,15894,No
fb9160dc-e393-4c7f-9af7,Online,Credit Card,None,Standard,Advance,7,On Time,14,1,15895,15895,No
2da4742a-1e5e-4b93-9120,Online,Contactless,Senior,Standard,Advance,2,On Time,13,19,15896,15896,No
c74088b3-df5b-4a02-ab98,Online,Credit Card,None,Standard,Advance,3,On Time,13,19,15897,15897,No
815eacd6-66d1-4ed5-b65b,Online,Credit Card,None,First Class,Advance,52,On Time,14,1,15898,15898,No
d6756595-82a8-4216-93b9,Online,Credit Card,None,Standard,Advance,7,On Time,14,1,15899,15899,No
2b3cb84b-86d8-4401-b84c,Station,Credit Card,None,Standard,Off-Peak,4,On Time,19,13,15900,15900,No
998dc810-8f45-4383-a8eb,Online,Contactless,None,Standard,Advance,3,On Time,19,13,15901,15901,No
b40d8708-8c7e-425b-91b8,Station,Debit Card,Senior,Standard,Off-Peak,76,Delayed,13,14,15902,15902,Yes
513ea312-a18e-4861-baf5,Online,Contactless,None,Standard,Advance,3,On Time,19,13,15903,15903,No
c9c3b445-e635-47b8-aff3,Online,Credit Card,None,Standard,Advance,3,On Time,13,19,15904,15904,No
5a5dfbad-0e8c-4f7c-8703,Online,Credit Card,Senior,Standard,Off-Peak,2,On Time,19,13,15905,15905,No
d73f06af-8487-4546-ad02,Online,Debit Card,Senior,Standard,Off-Peak,35,On Time,15,32,15906,15906,No
940db8f4-9cb8-436d-8c70,Online,Credit Card,Senior,Standard,Off-Peak,2,On Time,19,13,15907,15907,No
3894f459-a771-4bfd-8cd0,Online,Credit Card,Disabled,Standard,Off-Peak,5,On Time,32,7,15908,15908,No
7cc5a4d5-ee0c-429b-81f9,Online,Credit Card,None,Standard,Off-Peak,10,On Time,14,1,15909,15909,No
7d94645a-f957-4036-bfe4,Online,Credit Card,Disabled,Standard,Off-Peak,22,On Time,1,17,15910,15910,No
9fac2ac6-2248-4e9d-8a58,Online,Contactless,None,Standard,Off-Peak,19,On Time,16,24,15911,15911,No
287f6465-1f54-44e1-b58b,Online,Credit Card,Senior,First Class,Off-Peak,57,On Time,15,32,15912,15912,No
be888986-de95-4271-bd54,Online,Contactless,Senior,Standard,Off-Peak,13,Cancelled,16,24,15913,15913,No
0757108a-9d7d-4d3c-87fd,Online,Contactless,None,Standard,Advance,3,On Time,19,13,15914,15914,No
c72a3e55-b05d-4b0d-baed,Station,Contactless,None,Standard,Off-Peak,5,On Time,13,19,15915,15915,No
df8b2082-49e5-4c1b-8674,Online,Credit Card,None,Standard,Off-Peak,14,On Time,24,27,15916,15916,No
a84e4364-57fb-4f07-9bdb,Online,Credit Card,None,Standard,Off-Peak,50,On Time,32,23,15917,15917,No
d7d7c2d2-caff-4805-a20e,Station,Contactless,None,Standard,Advance,8,On Time,17,1,15918,15918,No
b605c375-75d7-46b6-93b2,Online,Credit Card,None,Standard,Advance,22,On Time,1,17,15919,15919,No
d08970e0-9375-462c-a2a5,Station,Credit Card,Disabled,First Class,Off-Peak,53,On Time,17,1,15920,15920,No
68eee483-0b3a-4079-846a,Station,Credit Card,None,Standard,Off-Peak,113,Delayed,13,14,15921,15921,No
3f5769ec-5fc8-4909-bd3e,Online,Debit Card,None,First Class,Off-Peak,162,On Time,14,19,15922,15922,No
80742e55-e8bc-4873-97ba,Online,Contactless,None,Standard,Advance,3,On Time,19,13,15923,15923,No
a83982d4-dce2-4aed-8211,Online,Credit Card,Disabled,Standard,Off-Peak,71,On Time,14,19,15924,15924,No
c41c41da-17f9-49f6-8e11,Station,Credit Card,None,Standard,Off-Peak,113,Delayed,13,14,15925,15925,No
47b6074e-d590-4db7-89f2,Station,Credit Card,None,Standard,Off-Peak,113,Delayed,13,14,15926,15926,No
5e59e7e6-56e8-402f-9378,Station,Contactless,None,Standard,Advance,35,On Time,15,32,15927,15927,No
d3d6dbee-0bfb-44e5-8660,Station,Credit Card,None,Standard,Off-Peak,113,Delayed,13,14,15928,15928,No
08adcc27-6503-41a0-88d6,Online,Credit Card,Disabled,First Class,Off-Peak,108,On Time,14,19,15929,15929,No
3d3a5c97-90d4-44d2-9571,Station,Credit Card,None,Standard,Off-Peak,113,Delayed,13,14,15930,15930,No
56de8b54-6cd5-4a15-82dc,Online,Credit Card,None,Standard,Off-Peak,12,On Time,17,1,15931,15931,No
28551ca7-0db2-4cd9-992d,Online,Credit Card,Disabled,Standard,Off-Peak,71,On Time,14,19,15932,15932,No
99987ce5-472a-4389-9fcb,Station,Credit Card,None,Standard,Off-Peak,113,Delayed,13,14,15933,15933,No
233dc1da-2b43-4426-aef9,Station,Credit Card,None,Standard,Off-Peak,113,Delayed,13,14,15934,15934,No
