Transaction ID,Purchase Type,Payment Method,Railcard,Ticket Class,Ticket Type,Price,Departure Station ID,Arrival Station ID,Time ID,Journey Status,Journey ID
1b1220ee-b1d0-4d17-95a4,Online,Credit Card,Adult,Standard,Anytime,3,6,3,,On Time,
c9b4b0da-5e58-4825-a3d8,Online,Credit Card,Disabled,Standard,Anytime,95,4,6,,On Time,
e247ec19-9741-47ed-bbb9,Online,Credit Card,Adult,Standard,Anytime,95,4,6,,On Time,
7640f9da-07f6-4aeb-8491,Station,Credit Card,,Standard,Anytime,151,3,4,,Delayed,
34dbcbe1-459d-4316-b575,Station,Contactless,Disabled,Standard,Anytime,9,4,7,,On Time,
80fdcb13-c18e-4981-8046,Online,Credit Card,,Standard,Anytime,25,1,10,,On Time,
681e4a4d-f0e5-4d74-9523,Online,Credit Card,,Standard,Anytime,25,1,10,,On Time,
1060b439-b8d3-43fb-8b5e,Online,Credit Card,,Standard,Anytime,35,1,9,,On Time,
2ba62098-9bae-4407-a3a0,Online,Credit Card,,Standard,Anytime,35,1,9,,On Time,
efdb6d7f-2659-4f06-85cb,Station,Credit Card,,Standard,Advance,3,6,3,,Cancelled,
65c4e417-26e7-4af4-a489,Online,Credit Card,,Standard,Advance,8,8,7,,On Time,
d3642954-5c14-4497-8014,Online,Contactless,,Standard,Off-Peak,19,1,10,,On Time,
44afd5d6-d66e-464f-acb2,Station,Contactless,,Standard,Off-Peak,5,3,6,,On Time,
4faab28d-4f91-4acd-878d,Online,Contactless,,Standard,Advance,3,6,3,,On Time,
5094d98d-6ad9-4c34-b5e8,Online,Contactless,,Standard,Advance,3,6,3,,On Time,
c001cd35-832f-4940-9114,Online,Credit Card,Senior,Standard,Advance,2,6,3,,On Time,
c759d9c3-5f4a-4186-824c,Online,Credit Card,,First Class,Advance,10,3,6,,On Time,
3e2a41f0-9134-478a-a499,Online,Credit Card,,Standard,Off-Peak,19,1,10,,On Time,
ee093310-35d3-45f5-8a69,Online,Debit Card,Senior,Standard,Advance,8,1,10,,On Time,
1aa95234-7bfd-410b-bd10,Online,Credit Card,Senior,Standard,Advance,2,6,3,,On Time,
b7ca0d1b-913f-469f-8df3,Online,Credit Card,,Standard,Advance,35,2,5,,On Time,
4186b447-b0e0-44f6-9945,Station,Contactless,,Standard,Advance,35,2,5,,On Time,
efc77c39-1f4c-45a3-b215,Online,Credit Card,Senior,Standard,Advance,2,6,3,,On Time,
3dd7df2d-b87a-4a5a-84b3,Online,Debit Card,Senior,Standard,Advance,8,1,10,,On Time,
856086a0-980b-4f99-b677,Online,Debit Card,,Standard,Advance,72,4,6,,On Time,
e0297849-5508-455d-b7e4,Online,Credit Card,Disabled,Standard,Advance,15,7,8,,On Time,
4507ec49-9ee5-49bb-8f4f,Online,Credit Card,Disabled,Standard,Advance,15,7,8,,On Time,
6badf285-c582-4dc8-93c8,Online,Credit Card,,Standard,Advance,7,4,7,,On Time,
0beaeaa1-8f65-4bc5-8b18,Station,Contactless,,Standard,Advance,35,2,5,,On Time,
52b33b7c-0f9f-4a35-8451,Online,Credit Card,Disabled,First Class,Advance,7,5,20,,Cancelled,
ee840ff0-481b-4020-9c9c,Online,Credit Card,,Standard,Advance,35,2,5,,On Time,
60776cb0-e45e-4b49-bdde,Online,Credit Card,Disabled,Standard,Advance,15,7,8,,Cancelled,
dacd48a1-13ef-498d-babd,Station,Credit Card,,Standard,Advance,8,8,7,,On Time,
51d0e7c1-b4d5-413b-ba06,Online,Credit Card,,Standard,Advance,7,4,7,,Cancelled,
3800bba4-9e8e-4828-8493,Online,Credit Card,,Standard,Advance,13,1,10,,On Time,
9dd66da0-083f-4686-b123,Online,Credit Card,,Standard,Advance,18,1,9,,On Time,
c52d0c41-5b07-426c-ab72,Online,Credit Card,,First Class,Advance,54,8,7,,On Time,
b0be3791-007d-4289-b2da,Online,Credit Card,,Standard,Advance,18,1,9,,On Time,
830fec33-2b85-4f3d-bdc9,Online,Credit Card,,Standard,Advance,18,1,9,,On Time,
9b56c1e5-b957-46d3-a6d7,Online,Credit Card,,Standard,Advance,18,1,9,,On Time,
4c9e78c3-6134-44ef-9cfb,Online,Credit Card,,Standard,Advance,18,1,9,,On Time,
c13a4d95-a1e8-4374-985b,Online,Credit Card,,Standard,Advance,13,1,10,,On Time,
fd859991-1d41-4847-b600,Online,Contactless,,Standard,Advance,13,1,10,,On Time,
4e0c9b25-c6a4-46cf-b08b,Online,Credit Card,,Standard,Advance,13,1,10,,On Time,
93d151ea-a2fc-43ca-b0d7,Online,Credit Card,,Standard,Advance,18,1,9,,On Time,
e6fd0d1a-a1fe-424f-b719,Online,Credit Card,,Standard,Off-Peak,35,3,7,,On Time,
f9deeea2-52aa-4b03-9c62,Online,Credit Card,,Standard,Advance,22,7,8,,On Time,
3e450322-d3a0-463b-955d,Online,Credit Card,Disabled,Standard,Advance,23,2,5,,On Time,
0253a630-6c4e-412a-8707,Online,Credit Card,,Standard,Advance,34,5,23,,On Time,
281cd337-ee67-44a3-afab,Online,Credit Card,,First Class,Advance,30,10,21,,On Time,
afd7f876-b3df-4e42-964c,Station,Contactless,,Standard,Advance,3,3,6,,On Time,
ce69354d-ca28-4c1d-9be4,Online,Credit Card,,Standard,Advance,8,8,7,,On Time,
9b9b8ccb-c910-4fcd-a47f,Online,Credit Card,,First Class,Advance,57,2,5,,On Time,
14ca7db1-5a87-491f-90b6,Station,Credit Card,,Standard,Off-Peak,4,6,3,,On Time,
eb2aa8a1-3dc9-4754-a6b5,Online,Credit Card,,Standard,Advance,34,5,23,,On Time,
24156bce-38e6-4e69-abfc,Online,Credit Card,,Standard,Advance,6,5,20,,On Time,
78a1d3a7-2458-40eb-8236,Station,Credit Card,Disabled,Standard,Off-Peak,3,3,6,,On Time,
4a4fa803-5273-42c9-9f62,Online,Credit Card,,Standard,Advance,22,7,8,,On Time,
39681183-bcfe-434d-a255,Station,Credit Card,,Standard,Advance,76,3,4,,Cancelled,
1c60ca1a-3f8c-4393-bb97,Station,Credit Card,,Standard,Advance,76,3,4,,Delayed,
db6ef052-e33b-4b03-97bf,Station,Credit Card,,Standard,Advance,76,3,4,,Delayed,
cddc5381-6f52-4048-abb4,Station,Credit Card,,Standard,Advance,76,3,4,,Delayed,
67dc0d1d-7218-48bc-aacc,Online,Contactless,,Standard,Advance,13,1,10,,On Time,
9054e592-e5b5-4051-bb46,Station,Credit Card,,Standard,Advance,76,3,4,,Delayed,
4c8db671-94dd-4528-97fc,Station,Credit Card,,Standard,Advance,76,3,4,,Delayed,
a7d30b51-e382-4bf6-8b58,Station,Credit Card,,First Class,Advance,54,8,7,,On Time,
9addeac7-b857-4232-b341,Online,Contactless,,Standard,Off-Peak,12,8,7,,On Time,
c4684545-f770-4f13-93c5,Online,Contactless,,Standard,Advance,3,6,3,,On Time,
cd30d7d4-35f4-4383-96cf,Online,Credit Card,,Standard,Advance,7,4,7,,On Time,
d4d9446f-f021-4a0a-baea,Online,Contactless,Disabled,Standard,Advance,5,8,7,,On Time,
5160fc56-6e84-4b9e-9212,Station,Contactless,,First Class,Off-Peak,14,6,3,,On Time,
83002c96-7ad4-4743-a79b,Station,Contactless,,First Class,Advance,10,6,3,,On Time,
a2578a2a-063d-47e6-96aa,Online,Contactless,,Standard,Advance,13,1,10,,Cancelled,
9ff70a67-4991-4f25-b788,Online,Credit Card,,First Class,Advance,57,2,5,,On Time,
06c815b5-3974-4606-92d4,Online,Debit Card,Senior,Standard,Advance,23,2,5,,On Time,
7706ea16-9c9e-4673-a42e,Online,Contactless,,Standard,Advance,13,1,10,,On Time,
065be07d-c583-45c7-b83e,Online,Contactless,,Standard,Advance,13,1,10,,Cancelled,
95cf975b-4018-4a97-85b7,Online,Contactless,Adult,Standard,Off-Peak,10,6,18,,On Time,
2124dc09-68ae-448d-961c,Online,Contactless,,Standard,Advance,3,6,3,,On Time,
7d59db8f-bb41-4c02-a5e9,Online,Contactless,Senior,Standard,Advance,2,6,3,,On Time,
0b265c4d-aec9-4aed-9d17,Online,Contactless,Senior,Standard,Advance,2,6,3,,On Time,
ed00fa2b-87c1-419b-8c75,Online,Contactless,Senior,Standard,Advance,2,6,3,,Delayed,
e6cc6312-7cfd-4529-9c0f,Online,Credit Card,,Standard,Advance,65,2,3,,On Time,
48fb92b7-4848-483b-b316,Online,Contactless,Disabled,Standard,Advance,5,8,7,,On Time,
22424c78-65f5-4ecf-81d0,Online,Contactless,,Standard,Off-Peak,53,2,5,,On Time,
fd002b4a-7910-4e01-a5d6,Station,Contactless,,Standard,Advance,3,3,6,,On Time,
b83413fd-d21d-454f-8c2c,Station,Credit Card,,Standard,Advance,3,6,3,,On Time,
8214d912-321c-468d-b154,Online,Contactless,,Standard,Advance,13,1,10,,On Time,
db4322a7-7d61-43bb-8e8a,Station,Debit Card,Adult,Standard,Advance,7,7,6,,Delayed,
5636b9ee-e64f-4048-8418,Online,Credit Card,,Standard,Advance,7,4,7,,On Time,
90fcf6fc-fd18-4fd8-ad29,Station,Credit Card,,Standard,Advance,3,6,3,,On Time,
8e368a15-8c4f-420d-80c5,Online,Credit Card,Adult,First Class,Advance,36,8,7,,On Time,
8872f761-28ac-4a89-829c,Station,Credit Card,,First Class,Advance,10,3,6,,On Time,
799e4c2d-b907-4f86-8fb9,Online,Contactless,Adult,Standard,Advance,43,1,3,,On Time,
73819506-b2f7-4354-ad7c,Station,Credit Card,,Standard,Advance,3,3,6,,On Time,
8717a776-aef6-4c57-844c,Online,Credit Card,,Standard,Off-Peak,12,8,7,,On Time,
bd21753b-ea17-4b6c-93ff,Station,Contactless,,First Class,Off-Peak,14,6,3,,On Time,
8b90ecef-569c-4207-ac3c,Station,Contactless,,First Class,Advance,27,1,10,,On Time,
d5dbc5fe-45b2-4c88-9a60,Station,Contactless,Senior,Standard,Anytime,3,6,3,,On Time,
b05eed70-d45e-4d4b-95ce,Online,Contactless,,Standard,Advance,35,2,5,,On Time,
192f8825-7615-4574-860f,Station,Credit Card,Adult,Standard,Anytime,9,4,7,,On Time,
5e1d0f29-a2d6-45b0-bf28,Station,Credit Card,Adult,Standard,Anytime,47,2,5,,On Time,
48d35261-1509-475d-93d6,Station,Debit Card,Disabled,Standard,Anytime,9,4,7,,On Time,
3a082d91-4ab3-4659-a7a5,Online,Contactless,,Standard,Advance,35,2,5,,On Time,
059e9315-6309-44ec-89fe,Online,Contactless,,Standard,Advance,3,6,3,,On Time,
87c7182b-d246-4531-9a3e,Station,Contactless,Senior,Standard,Advance,2,6,3,,On Time,
efb10304-35cf-4e98-ad87,Online,Credit Card,Adult,Standard,Advance,2,3,6,,On Time,
f133ac58-bbad-46dc-a9de,Station,Contactless,Senior,Standard,Advance,2,6,3,,On Time,
30663245-3580-48af-bf01,Station,Credit Card,,Standard,Advance,35,2,5,,On Time,
1dfcf877-2937-4bb6-9fff,Station,Contactless,,Standard,Anytime,70,2,5,,On Time,
d9364e82-0faa-4d5b-8a52,Station,Credit Card,,Standard,Advance,13,1,10,,On Time,
76ac7563-cfb7-4f98-8494,Station,Contactless,Disabled,Standard,Anytime,11,8,7,,On Time,
9b6a3e9c-be2a-4aa2-a542,Online,Contactless,Disabled,Standard,Anytime,29,7,8,,On Time,
673d159b-10ad-418c-9410,Online,Contactless,,Standard,Anytime,5,6,3,,On Time,
c1b87b7c-e3da-4b09-946a,Station,Contactless,,Standard,Advance,73,1,6,,On Time,
301ff3e0-abe8-498c-92b7,Station,Contactless,,Standard,Anytime,16,8,7,,On Time,
4911112a-8df6-492f-912e,Station,Credit Card,Disabled,Standard,Advance,23,2,5,,On Time,
8f3e7a59-ad72-4e16-bdf7,Station,Credit Card,Adult,First Class,Anytime,69,4,7,,On Time,
fef49a6d-c99e-4fc8-b71f,Online,Credit Card,,Standard,Anytime,6,3,6,,On Time,
a4f73c58-f79a-4b5b-99ac,Online,Credit Card,,Standard,Advance,8,8,7,,On Time,
1b4fcb6d-e5a3-44ae-aa0e,Online,Credit Card,,Standard,Advance,8,8,7,,On Time,
b02aabac-2025-4b1d-9811,Online,Credit Card,,Standard,Advance,8,8,7,,On Time,
1110f1dd-8341-46b0-85ea,Online,Credit Card,Disabled,First Class,Advance,35,4,7,,On Time,
9e2c1a78-4a52-412f-8999,Station,Contactless,,First Class,Advance,27,1,10,,On Time,
28fce01a-f10f-4132-8bca,Station,Contactless,,Standard,Advance,13,1,10,,On Time,
578f8fb5-5f8e-4518-a3f2,Station,Contactless,,Standard,Advance,3,6,3,,Cancelled,
e5d519ed-51ef-4722-899a,Online,Credit Card,Adult,Standard,Advance,5,8,7,,On Time,
ad1af772-44a7-47c9-98db,Online,Credit Card,,Standard,Advance,7,4,7,,On Time,
f676dc14-68bf-4d69-b487,Online,Contactless,Adult,Standard,Advance,4,4,7,,On Time,
1ef37fb4-4486-4cdb-b323,Online,Credit Card,,Standard,Anytime,16,8,7,,On Time,
8353c5d4-8170-4211-b5b7,Online,Credit Card,,Standard,Advance,3,6,3,,On Time,
e60bccb9-f12a-443a-b16f,Station,Credit Card,,Standard,Advance,35,2,5,,Cancelled,
adf3e3b4-52b9-4dd0-87a5,Station,Debit Card,Disabled,Standard,Advance,4,4,7,,Delayed,
9f8f5198-bc08-40c9-b7df,Station,Debit Card,Disabled,Standard,Advance,4,4,7,,Delayed,
74cc1f54-2ab9-4a70-9197,Station,Credit Card,Adult,Standard,Advance,4,4,7,,Delayed,
ac752539-a2e2-4799-b0e7,Station,Credit Card,,Standard,Advance,3,6,3,,On Time,
5359c62c-f6cf-432c-b3ca,Station,Debit Card,Disabled,Standard,Advance,4,4,7,,Delayed,
eeadbc25-4313-41ab-9091,Online,Contactless,Adult,Standard,Advance,2,6,3,,On Time,
2b3475be-ac7a-4a11-a5f8,Online,Contactless,Adult,First Class,Advance,20,8,26,,On Time,
4d371d4d-e021-4cbb-8ac0,Online,Credit Card,Adult,Standard,Advance,8,1,10,,On Time,
501d9214-8628-44f7-893a,Station,Debit Card,Adult,Standard,Advance,56,6,4,,Delayed,
1731a92d-6888-48d7-96ab,Station,Debit Card,Adult,First Class,Advance,78,3,4,,Delayed,
2c2fc7b8-5251-42e3-a357,Online,Contactless,,Standard,Advance,3,6,3,,On Time,
0003be8d-7821-479f-b9ec,Station,Debit Card,Adult,Standard,Advance,56,6,4,,Delayed,
a68266ed-b026-4a8e-b039,Online,Credit Card,Senior,Standard,Anytime,3,6,3,,On Time,
da495b76-0365-470c-ae73,Station,Credit Card,,Standard,Advance,76,3,4,,On Time,
15b320ef-a898-4903-8933,Online,Contactless,,Standard,Advance,3,6,3,,On Time,
d9fa4a29-85d7-4e37-9c62,Online,Credit Card,,First Class,Off-Peak,14,6,3,,On Time,
f60c2a7f-eef9-4ea3-b4df,Online,Credit Card,,Standard,Advance,35,2,5,,On Time,
35cce6e2-e064-4f69-8b80,Station,Contactless,,Standard,Advance,3,3,6,,On Time,
df844fbf-2bd1-4a23-aed3,Online,Contactless,,Standard,Off-Peak,12,8,7,,On Time,
dab48e3a-b33a-4fe9-849a,Online,Credit Card,Senior,Standard,Advance,2,6,3,,On Time,
ba867e45-3a16-4aa1-8a54,Online,Credit Card,Senior,Standard,Advance,2,6,3,,Cancelled,
9e3ca68c-317f-4c9f-831a,Online,Credit Card,Senior,Standard,Advance,16,8,26,,On Time,
31394620-78c1-4551-9291,Online,Contactless,,Standard,Off-Peak,10,4,7,,On Time,
e96a3714-8502-49f1-9636,Station,Credit Card,Adult,Standard,Advance,4,4,7,,On Time,
3dc7c034-7378-4d2d-a9ff,Online,Credit Card,Senior,Standard,Advance,16,8,26,,On Time,
6cd8ce0a-ca51-4b97-8e3b,Station,Credit Card,Disabled,First Class,Advance,72,4,6,,On Time,
f131f60c-51a9-48ac-ac9d,Station,Credit Card,,Standard,Advance,3,6,3,,Delayed,
f7a17aea-40f4-4511-b208,Station,Credit Card,,Standard,Advance,3,6,3,,On Time,
3e1b44c3-b085-4e7a-9c41,Station,Credit Card,,Standard,Advance,3,6,3,,On Time,
ab424541-78be-4ed1-9626,Online,Credit Card,Adult,Standard,Advance,2,3,6,,On Time,
58f96fdb-d112-4c7a-b74e,Online,Credit Card,Adult,Standard,Advance,2,3,6,,On Time,
82b4ecc8-aebd-4d4a-a7a1,Online,Credit Card,,Standard,Advance,5,7,14,,On Time,
08d954a6-95a0-4bff-b342,Online,Credit Card,,Standard,Advance,7,7,27,,Cancelled,
45b53af2-ca3b-4008-8bb7,Online,Credit Card,,Standard,Advance,8,8,7,,Cancelled,
07363a2a-adeb-4ead-9ad2,Online,Credit Card,Senior,Standard,Advance,6,3,25,,On Time,
215bc652-74c7-4fa6-98c6,Online,Credit Card,,Standard,Advance,5,7,14,,On Time,
d37894ca-6b45-40e1-a317,Online,Credit Card,,Standard,Advance,8,8,7,,Cancelled,
6617b331-3160-4453-8440,Station,Credit Card,Adult,Standard,Advance,5,8,7,,On Time,
b7049de2-750c-426b-969d,Station,Contactless,,Standard,Advance,35,2,5,,Delayed,
7b8662bc-b81c-4427-87e2,Online,Credit Card,,Standard,Advance,8,8,7,,On Time,
59152474-3f60-4b37-974c,Online,Credit Card,,Standard,Advance,8,8,7,,On Time,
f0f85047-8c64-402e-86a6,Station,Credit Card,,Standard,Advance,3,6,3,,On Time,
b58cbe93-239c-4f53-b7f3,Online,Debit Card,Senior,Standard,Advance,3,10,28,,On Time,
f7fddc1a-2f15-4513-ba8b,Online,Credit Card,Senior,Standard,Advance,6,3,25,,On Time,
c8bdf896-04a6-419c-86d1,Station,Contactless,,Standard,Advance,35,2,5,,On Time,
a37f3a7c-f519-4261-8962,Station,Contactless,,Standard,Advance,13,1,10,,On Time,
7869400f-1c88-48c6-8783,Station,Contactless,,Standard,Advance,35,2,5,,On Time,
a44d0be7-03ca-4691-bead,Station,Contactless,,Standard,Advance,35,2,5,,On Time,
50f14403-3685-4e64-9d72,Station,Contactless,,First Class,Advance,57,2,5,,On Time,
117f4e88-adfd-472e-8cc8,Station,Credit Card,,Standard,Advance,8,8,7,,On Time,
1ef54183-8b6e-4e5f-9fe5,Station,Contactless,,Standard,Advance,35,2,5,,On Time,
906dbcc1-636a-42af-85ed,Station,Contactless,,Standard,Off-Peak,12,8,7,,On Time,
935c8df6-01d9-44d9-b5fe,Station,Contactless,,First Class,Advance,57,2,5,,On Time,
d35e1719-bdbe-4455-921f,Station,Credit Card,Adult,Standard,Off-Peak,72,4,6,,On Time,
d561fa33-fb21-45aa-83d8,Online,Credit Card,,Standard,Advance,3,6,3,,On Time,
945fbf19-5ca0-40bc-b682,Station,Credit Card,,Standard,Advance,3,6,3,,On Time,
c2e07434-1e90-43c0-9546,Online,Contactless,,Standard,Advance,7,4,7,,On Time,
b8aa79d2-4bb2-4b41-a528,Station,Contactless,,Standard,Advance,84,6,4,,On Time,
225b3931-badd-46ec-bb5a,Online,Contactless,,Standard,Advance,35,2,5,,On Time,
2342baa8-74f0-4675-9b74,Station,Credit Card,Adult,First Class,Advance,7,3,6,,On Time,
1080810a-7241-4922-a122,Station,Credit Card,,Standard,Advance,13,1,10,,On Time,
fe53e9f6-e68c-4689-944f,Online,Credit Card,Adult,First Class,Advance,10,6,18,,On Time,
c234c46c-82fd-4433-85d7,Station,Credit Card,,Standard,Advance,7,4,7,,On Time,
055f9cce-36ca-437b-9fdd,Station,Credit Card,,Standard,Advance,13,1,10,,On Time,
323d7d04-ae47-44c4-8a11,Station,Credit Card,,Standard,Advance,35,2,5,,On Time,
a742c127-21ba-4c28-8b09,Station,Credit Card,,Standard,Advance,35,2,5,,On Time,
54f928c7-dea5-42c2-80dc,Station,Credit Card,,First Class,Advance,57,2,5,,On Time,
a805b796-a9bc-4282-93c9,Online,Contactless,,Standard,Advance,72,4,6,,On Time,
b4f31a20-5104-4d0a-9272,Online,Credit Card,,Standard,Advance,13,1,10,,On Time,
40806542-e892-43f8-b50b,Online,Credit Card,,Standard,Off-Peak,17,6,22,,On Time,
87c287d1-dadf-4259-b0f7,Station,Credit Card,,Standard,Advance,13,1,10,,On Time,
e1588bee-c7dc-48ad-957d,Station,Credit Card,,Standard,Off-Peak,19,1,10,,On Time,
984fb38f-9e7f-4c77-9e1b,Station,Contactless,Adult,Standard,Advance,8,1,10,,On Time,
874ecaa2-7342-451b-8cf4,Online,Credit Card,,Standard,Advance,13,1,10,,On Time,
7f37b0d8-4176-452a-b0d0,Online,Contactless,,Standard,Off-Peak,19,10,1,,On Time,
3159d455-b36d-40fa-8852,Online,Credit Card,,Standard,Off-Peak,19,1,10,,On Time,
f5e39eb4-723f-418f-9509,Online,Contactless,Disabled,Standard,Advance,5,5,13,,On Time,
09710b68-91c7-4253-bad1,Station,Contactless,,Standard,Advance,35,2,5,,On Time,
c71afd13-206e-47ae-8cf7,Online,Credit Card,,Standard,Advance,3,3,6,,On Time,
45792bab-b9ad-4b19-b129,Station,Contactless,Adult,Standard,Off-Peak,7,4,7,,On Time,
54150ef2-c298-4b52-be5a,Station,Contactless,,Standard,Off-Peak,12,8,7,,On Time,
635bfbf5-97ae-478e-bfe5,Online,Credit Card,,Standard,Off-Peak,33,7,8,,On Time,
0ffe444b-832c-4f39-b997,Online,Credit Card,,Standard,Off-Peak,19,1,10,,On Time,
3c669661-fe33-4f3f-aaaa,Online,Contactless,,Standard,Advance,65,2,3,,On Time,
93f52823-2d97-42f1-a8a2,Online,Contactless,,First Class,Advance,10,5,13,,On Time,
eff7119e-72ef-45ac-8367,Online,Contactless,,Standard,Advance,35,2,5,,On Time,
8fe9c476-a577-4238-8f58,Online,Contactless,,Standard,Advance,65,2,3,,On Time,
3faae696-7290-40bf-a7d5,Online,Credit Card,,Standard,Advance,13,1,10,,Cancelled,
dfe401e7-9e53-43b7-b185,Online,Credit Card,,Standard,Advance,3,3,6,,On Time,
f2247e31-f36b-47df-a103,Online,Contactless,Adult,Standard,Advance,8,1,10,,On Time,
55fe89a7-5c84-4187-9c9b,Online,Credit Card,,First Class,Advance,52,4,7,,On Time,
6b2e62e6-85d7-4a24-b8c9,Online,Credit Card,,Standard,Advance,7,4,7,,On Time,
0eaaffe3-65e2-47cb-b262,Online,Credit Card,,Standard,Advance,3,3,6,,On Time,
c1cd2b3a-223f-4977-a165,Online,Contactless,,Standard,Off-Peak,53,2,5,,On Time,
c70dd7ae-0f97-4aa9-9e6d,Online,Debit Card,Senior,Standard,Off-Peak,13,1,10,,On Time,
24ea60c1-8866-4bea-afc6,Station,Contactless,,Standard,Off-Peak,4,6,3,,On Time,
f07ca8ec-3347-456d-8ae2,Online,Credit Card,Disabled,First Class,Advance,7,3,6,,On Time,
580fd204-367a-4946-a809,Station,Credit Card,,Standard,Off-Peak,10,4,7,,On Time,
01121215-3ff6-401f-9fb3,Station,Credit Card,,Standard,Off-Peak,12,8,7,,On Time,
87b1d05f-b2b5-4019-9d76,Online,Credit Card,,Standard,Off-Peak,19,1,10,,On Time,
69650277-0563-44e5-9ef4,Online,Contactless,,Standard,Off-Peak,10,4,7,,On Time,
0730eb8d-a982-4dd8-a1a8,Online,Contactless,Adult,Standard,Off-Peak,2,6,3,,On Time,
e6c19fed-7f28-4c68-997d,Station,Contactless,,Standard,Advance,8,8,7,,Cancelled,
2e1f2e65-b166-48ad-9d1f,Online,Credit Card,,Standard,Off-Peak,53,2,5,,On Time,
63fe9a06-12c7-42f8-a4de,Station,Contactless,,Standard,Advance,8,8,7,,On Time,
febe217a-d3a2-4db0-82fa,Online,Credit Card,,Standard,Advance,22,7,8,,On Time,
7af7a119-adbe-456c-9d94,Online,Credit Card,Disabled,Standard,Off-Peak,34,5,23,,On Time,
7bab9d7c-ad37-4750-8b06,Station,Credit Card,,Standard,Off-Peak,113,3,4,,On Time,
13959287-c810-45bd-b5aa,Station,Credit Card,,Standard,Off-Peak,113,3,4,,On Time,
e542d485-be3b-4162-a918,Station,Credit Card,,Standard,Off-Peak,126,6,4,,Delayed,
5f2d4aef-b761-4f21-aea6,Station,Credit Card,Adult,Standard,Off-Peak,65,2,3,,On Time,
58568ea0-13f3-4d6c-bd39,Online,Contactless,,Standard,Off-Peak,19,1,10,,On Time,
61ab9b94-b3dd-40a0-bed7,Online,Credit Card,,Standard,Off-Peak,19,1,10,,On Time,
96e2e142-5ab9-4042-a554,Online,Credit Card,,Standard,Off-Peak,26,1,9,,On Time,
9f2c974e-72a9-4cc9-9abd,Online,Contactless,,Standard,Off-Peak,19,1,10,,Cancelled,
18cb68d9-3421-4a81-a3a3,Station,Contactless,,Standard,Off-Peak,5,3,6,,On Time,
89c71579-c71f-4720-87fe,Online,Debit Card,Senior,First Class,Advance,18,1,10,,On Time,
b12103a6-f42b-43f2-8ce0,Online,Credit Card,Disabled,Standard,Advance,22,5,23,,On Time,
d380ff24-5b59-4115-8b74,Online,Credit Card,,Standard,Advance,35,2,5,,On Time,
82364cdf-875e-40e4-b9cf,Online,Credit Card,Senior,Standard,Advance,2,6,3,,Cancelled,
bdef829e-678a-4513-955c,Online,Contactless,Senior,Standard,Off-Peak,3,6,3,,Delayed,
ffdac345-d3ce-48f2-9724,Online,Debit Card,,Standard,Advance,72,4,6,,On Time,
cf55df96-1eaf-4fd6-94ad,Online,Credit Card,Disabled,Standard,Advance,15,7,8,,On Time,
1e313852-22fe-4f7b-9d49,Online,Contactless,Senior,Standard,Advance,15,7,8,,On Time,
3eb4d820-341a-4f67-8db0,Station,Contactless,,Standard,Advance,7,4,7,,Cancelled,
abe4d7b2-9d58-46cb-97a2,Online,Credit Card,Disabled,Standard,Advance,4,5,20,,Cancelled,
fcc6d35c-941b-4354-938e,Online,Credit Card,,Standard,Advance,7,4,7,,Cancelled,
06b81ee9-b683-4d70-bea1,Online,Credit Card,,Standard,Advance,7,4,7,,On Time,
786436d8-c244-4721-896a,Online,Credit Card,,Standard,Advance,5,7,19,,On Time,
1429e15e-5527-4d98-b407,Online,Credit Card,,Standard,Advance,18,1,9,,On Time,
7473bc86-d827-40e9-a44e,Station,Credit Card,,Standard,Advance,3,3,6,,On Time,
5f6f0de5-cb56-4509-8fe8,Online,Credit Card,,Standard,Advance,13,1,10,,On Time,
f60dd7e8-9abf-4ae9-a6e6,Online,Credit Card,,Standard,Advance,35,2,5,,On Time,
74600978-9540-4253-9359,Online,Credit Card,,First Class,Advance,57,2,5,,On Time,
618fdf5a-3ea9-48ca-bb70,Online,Credit Card,,Standard,Advance,35,2,5,,On Time,
84d42eb0-6143-4a17-9d50,Online,Credit Card,,Standard,Advance,18,1,9,,On Time,
62430746-1a33-40d7-8e4f,Online,Contactless,,Standard,Advance,35,2,5,,On Time,
46839a08-3200-4130-98c3,Online,Credit Card,,Standard,Advance,35,2,5,,On Time,
4161b103-9299-4c52-adf1,Station,Credit Card,,Standard,Advance,3,3,6,,On Time,
13f38107-3b85-490a-b437,Station,Credit Card,,Standard,Off-Peak,4,6,3,,On Time,
867f4c29-ad65-4943-a146,Online,Contactless,,Standard,Off-Peak,53,2,5,,On Time,
0896f7d1-a6be-4473-8b46,Online,Credit Card,,Standard,Advance,3,1,15,,On Time,
f0583fbe-70f9-4753-ab3b,Online,Credit Card,,First Class,Advance,7,12,31,,On Time,
f5dabea4-912e-48ed-9097,Online,Credit Card,,First Class,Advance,57,2,5,,On Time,
cdfc7d2f-f036-4516-b980,Online,Credit Card,,Standard,Off-Peak,10,4,7,,On Time,
5fcc82bb-9cea-4d81-937c,Online,Credit Card,Disabled,Standard,Advance,23,2,5,,On Time,
db0d9b4a-87b0-4e42-9014,Station,Credit Card,,Standard,Advance,76,3,4,,Delayed,
aa5d967f-95a3-49a3-bb13,Online,Contactless,,Standard,Advance,7,4,7,,On Time,
e2fbb9a7-8f97-489d-b2dc,Online,Contactless,,Standard,Advance,6,10,9,,On Time,
daf080fd-b38e-4021-bcc1,Station,Credit Card,Adult,Standard,Off-Peak,15,6,5,,On Time,
