Journey ID,Journey_Date,Departure Time,Arrival Time,Actual Arrival Time,Reason for Delay,key
10003,3/9/2024,23:30:00,0:30:00,0:30:00,no delay,2024-03-09 23:30:00 00:30:00 00:30:00 no delay
10004,3/8/2024,23:30:00,0:50:00,0:50:00,no delay,2024-03-08 23:30:00 00:50:00 00:50:00 no delay
10005,3/9/2024,23:30:00,0:50:00,0:50:00,no delay,2024-03-09 23:30:00 00:50:00 00:50:00 no delay
10006,3/8/2024,23:45:00,0:10:00,0:10:00,no delay,2024-03-08 23:45:00 00:10:00 00:10:00 no delay
10007,3/9/2024,23:45:00,0:35:00,0:35:00,no delay,2024-03-09 23:45:00 00:35:00 00:35:00 no delay
10008,3/8/2024,23:45:00,0:35:00,0:35:00,no delay,2024-03-08 23:45:00 00:35:00 00:35:00 no delay
10009,3/9/2024,0:00:00,0:30:00,0:30:00,no delay,2024-03-09 00:00:00 00:30:00 00:30:00 no delay
10010,3/9/2024,0:00:00,1:50:00,1:50:00,no delay,2024-03-09 00:00:00 01:50:00 01:50:00 no delay
10011,3/8/2024,3:30:00,5:20:00,5:32:00,Weather Conditions,2024-03-08 03:30:00 05:20:00 05:32:00 Weather Conditions
10012,3/9/2024,0:30:00,1:00:00,1:00:00,no delay,2024-03-09 00:30:00 01:00:00 01:00:00 no delay
10013,3/8/2024,3:30:00,5:00:00,5:00:00,no delay,2024-03-08 03:30:00 05:00:00 05:00:00 no delay
10014,3/8/2024,3:45:00,5:35:00,5:35:00,no delay,2024-03-08 03:45:00 05:35:00 05:35:00 no delay
10015,3/8/2024,3:45:00,5:05:00,5:05:00,no delay,2024-03-08 03:45:00 05:05:00 05:05:00 no delay
10016,3/9/2024,1:00:00,1:30:00,1:30:00,no delay,2024-03-09 01:00:00 01:30:00 01:30:00 no delay
10017,3/8/2024,4:30:00,5:50:00,5:50:00,no delay,2024-03-08 04:30:00 05:50:00 05:50:00 no delay
10018,3/8/2024,4:45:00,6:05:00,6:05:00,no delay,2024-03-08 04:45:00 06:05:00 06:05:00 no delay
10019,3/9/2024,2:00:00,3:20:00,3:20:00,no delay,2024-03-09 02:00:00 03:20:00 03:20:00 no delay
10020,3/9/2024,2:00:00,2:30:00,2:30:00,no delay,2024-03-09 02:00:00 02:30:00 02:30:00 no delay
10021,3/9/2024,2:00:00,3:00:00,3:00:00,no delay,2024-03-09 02:00:00 03:00:00 03:00:00 no delay
10022,3/9/2024,2:15:00,2:45:00,2:45:00,no delay,2024-03-09 02:15:00 02:45:00 02:45:00 no delay
10023,3/9/2024,2:15:00,3:35:00,15:00:00,Weather Conditions,2024-03-09 02:15:00 03:35:00 15:00:00 Weather Conditions
10024,3/8/2024,9:30:00,11:20:00,11:46:00,Traffic,2024-03-08 09:30:00 11:20:00 11:46:00 Traffic
10025,3/9/2024,2:45:00,3:15:00,3:15:00,no delay,2024-03-09 02:45:00 03:15:00 03:15:00 no delay
10026,3/9/2024,3:15:00,3:45:00,3:45:00,no delay,2024-03-09 03:15:00 03:45:00 03:45:00 no delay
10027,3/8/2024,6:30:00,8:00:00,8:00:00,no delay,2024-03-08 06:30:00 08:00:00 08:00:00 no delay
10028,3/9/2024,3:30:00,5:20:00,5:21:00,Weather Conditions,2024-03-09 03:30:00 05:20:00 05:21:00 Weather Conditions
10029,3/9/2024,3:45:00,5:05:00,5:05:00,no delay,2024-03-09 03:45:00 05:05:00 05:05:00 no delay
10030,3/8/2024,6:45:00,7:45:00,7:45:00,no delay,2024-03-08 06:45:00 07:45:00 07:45:00 no delay
10031,3/9/2024,3:45:00,4:15:00,4:15:00,no delay,2024-03-09 03:45:00 04:15:00 04:15:00 no delay
10032,3/9/2024,4:00:00,5:50:00,5:50:00,no delay,2024-03-09 04:00:00 05:50:00 05:50:00 no delay
10033,3/8/2024,7:15:00,8:35:00,8:35:00,no delay,2024-03-08 07:15:00 08:35:00 08:35:00 no delay
10034,3/9/2024,4:15:00,5:15:00,5:45:00,Staff Shortage,2024-03-09 04:15:00 05:15:00 05:45:00 Staff Shortage
10035,3/8/2024,7:15:00,8:15:00,8:15:00,no delay,2024-03-08 07:15:00 08:15:00 08:15:00 no delay
10036,3/9/2024,4:30:00,5:30:00,5:30:00,no delay,2024-03-09 04:30:00 05:30:00 05:30:00 no delay
10037,3/9/2024,4:30:00,5:50:00,5:50:00,no delay,2024-03-09 04:30:00 05:50:00 05:50:00 no delay
10038,3/8/2024,7:30:00,8:40:00,8:40:00,no delay,2024-03-08 07:30:00 08:40:00 08:40:00 no delay
10039,3/9/2024,4:45:00,6:35:00,6:35:00,no delay,2024-03-09 04:45:00 06:35:00 06:35:00 no delay
10040,3/8/2024,8:00:00,9:00:00,9:00:00,no delay,2024-03-08 08:00:00 09:00:00 09:00:00 no delay
10041,3/8/2024,8:00:00,8:25:00,8:25:00,no delay,2024-03-08 08:00:00 08:25:00 08:25:00 no delay
10042,3/9/2024,5:00:00,6:20:00,6:20:00,no delay,2024-03-09 05:00:00 06:20:00 06:20:00 no delay
10043,3/8/2024,8:15:00,8:45:00,8:45:00,no delay,2024-03-08 08:15:00 08:45:00 08:45:00 no delay
10044,3/8/2024,7:45:00,8:45:00,15:00:00,Technical Issue,2024-03-08 07:45:00 08:45:00 15:00:00 Technical Issue
10045,3/8/2024,7:45:00,9:35:00,9:35:00,no delay,2024-03-08 07:45:00 09:35:00 09:35:00 no delay
10046,3/9/2024,5:45:00,7:05:00,7:05:00,no delay,2024-03-09 05:45:00 07:05:00 07:05:00 no delay
10047,3/9/2024,6:00:00,7:50:00,7:50:00,no delay,2024-03-09 06:00:00 07:50:00 07:50:00 no delay
10048,3/8/2024,9:00:00,10:50:00,10:50:00,no delay,2024-03-08 09:00:00 10:50:00 10:50:00 no delay
10049,3/8/2024,9:00:00,9:30:00,9:30:00,no delay,2024-03-08 09:00:00 09:30:00 09:30:00 no delay
10050,3/9/2024,6:00:00,6:30:00,6:30:00,no delay,2024-03-09 06:00:00 06:30:00 06:30:00 no delay
10051,3/9/2024,6:15:00,7:25:00,7:25:00,no delay,2024-03-09 06:15:00 07:25:00 07:25:00 no delay
10052,3/9/2024,6:15:00,7:15:00,7:15:00,no delay,2024-03-09 06:15:00 07:15:00 07:15:00 no delay
10053,3/9/2024,6:15:00,7:35:00,7:35:00,no delay,2024-03-09 06:15:00 07:35:00 07:35:00 no delay
10054,3/9/2024,6:15:00,8:05:00,8:05:00,no delay,2024-03-09 06:15:00 08:05:00 08:05:00 no delay
10055,3/9/2024,6:15:00,6:45:00,6:45:00,no delay,2024-03-09 06:15:00 06:45:00 06:45:00 no delay
10056,3/9/2024,6:30:00,7:00:00,7:00:00,no delay,2024-03-09 06:30:00 07:00:00 07:00:00 no delay
10057,3/9/2024,6:30:00,6:50:00,6:50:00,no delay,2024-03-09 06:30:00 06:50:00 06:50:00 no delay
10058,3/9/2024,6:30:00,7:50:00,7:50:00,no delay,2024-03-09 06:30:00 07:50:00 07:50:00 no delay
10059,3/9/2024,6:45:00,8:05:00,8:05:00,no delay,2024-03-09 06:45:00 08:05:00 08:05:00 no delay
10060,3/9/2024,7:45:00,9:15:00,15:00:00,Staffing,2024-03-09 07:45:00 09:15:00 15:00:00 Staffing
10061,3/9/2024,7:45:00,8:45:00,8:45:00,no delay,2024-03-09 07:45:00 08:45:00 08:45:00 no delay
10062,3/9/2024,6:45:00,8:35:00,8:35:00,no delay,2024-03-09 06:45:00 08:35:00 08:35:00 no delay
10063,3/9/2024,6:45:00,7:15:00,7:15:00,no delay,2024-03-09 06:45:00 07:15:00 07:15:00 no delay
10064,3/9/2024,7:00:00,8:20:00,8:20:00,no delay,2024-03-09 07:00:00 08:20:00 08:20:00 no delay
10065,3/9/2024,7:15:00,8:35:00,8:35:00,no delay,2024-03-09 07:15:00 08:35:00 08:35:00 no delay
10066,3/9/2024,7:30:00,8:40:00,15:00:00,Staff Shortage,2024-03-09 07:30:00 08:40:00 15:00:00 Staff Shortage
10067,3/9/2024,7:30:00,8:05:00,8:05:00,no delay,2024-03-09 07:30:00 08:05:00 08:05:00 no delay
10068,3/8/2024,9:45:00,11:05:00,11:05:00,no delay,2024-03-08 09:45:00 11:05:00 11:05:00 no delay
10069,3/9/2024,8:00:00,10:15:00,10:53:00,Technical Issue,2024-03-09 08:00:00 10:15:00 10:53:00 Technical Issue
10070,3/9/2024,8:00:00,8:25:00,8:25:00,no delay,2024-03-09 08:00:00 08:25:00 08:25:00 no delay
10071,3/9/2024,8:00:00,9:15:00,9:15:00,no delay,2024-03-09 08:00:00 09:15:00 09:15:00 no delay
10072,3/8/2024,11:15:00,11:45:00,11:45:00,no delay,2024-03-08 11:15:00 11:45:00 11:45:00 no delay
10073,3/8/2024,11:30:00,13:20:00,13:20:00,no delay,2024-03-08 11:30:00 13:20:00 13:20:00 no delay
10074,3/9/2024,9:45:00,11:05:00,11:05:00,no delay,2024-03-09 09:45:00 11:05:00 11:05:00 no delay
10075,3/9/2024,8:45:00,11:15:00,11:15:00,no delay,2024-03-09 08:45:00 11:15:00 11:15:00 no delay
10076,3/9/2024,8:45:00,9:45:00,9:45:00,no delay,2024-03-09 08:45:00 09:45:00 09:45:00 no delay
10077,3/9/2024,9:00:00,10:50:00,10:50:00,no delay,2024-03-09 09:00:00 10:50:00 10:50:00 no delay
10078,3/8/2024,12:00:00,13:20:00,13:20:00,no delay,2024-03-08 12:00:00 13:20:00 13:20:00 no delay
10079,3/8/2024,12:15:00,14:05:00,14:05:00,no delay,2024-03-08 12:15:00 14:05:00 14:05:00 no delay
10080,3/9/2024,9:15:00,9:45:00,9:45:00,no delay,2024-03-09 09:15:00 09:45:00 09:45:00 no delay
10081,3/9/2024,9:15:00,10:15:00,10:15:00,no delay,2024-03-09 09:15:00 10:15:00 10:15:00 no delay
10082,3/8/2024,12:30:00,13:00:00,13:00:00,no delay,2024-03-08 12:30:00 13:00:00 13:00:00 no delay
10083,3/9/2024,9:45:00,10:45:00,10:45:00,no delay,2024-03-09 09:45:00 10:45:00 10:45:00 no delay
10084,3/8/2024,13:00:00,14:20:00,14:20:00,no delay,2024-03-08 13:00:00 14:20:00 14:20:00 no delay
10085,3/8/2024,13:15:00,14:15:00,14:15:00,no delay,2024-03-08 13:15:00 14:15:00 14:15:00 no delay
10086,3/8/2024,13:15:00,14:35:00,14:35:00,no delay,2024-03-08 13:15:00 14:35:00 14:35:00 no delay
10087,3/9/2024,10:45:00,11:15:00,11:15:00,no delay,2024-03-09 10:45:00 11:15:00 11:15:00 no delay
10088,3/9/2024,11:00:00,12:20:00,12:20:00,no delay,2024-03-09 11:00:00 12:20:00 12:20:00 no delay
10089,3/8/2024,14:15:00,15:30:00,16:12:00,Signal Failure,2024-03-08 14:15:00 15:30:00 16:12:00 Signal Failure
10090,3/8/2024,14:15:00,15:15:00,15:15:00,no delay,2024-03-08 14:15:00 15:15:00 15:15:00 no delay
10091,3/9/2024,11:15:00,12:35:00,12:35:00,no delay,2024-03-09 11:15:00 12:35:00 12:35:00 no delay
10092,3/9/2024,11:15:00,11:45:00,11:45:00,no delay,2024-03-09 11:15:00 11:45:00 11:45:00 no delay
10093,3/8/2024,14:30:00,15:30:00,15:30:00,no delay,2024-03-08 14:30:00 15:30:00 15:30:00 no delay
10094,3/8/2024,14:30:00,16:20:00,16:20:00,no delay,2024-03-08 14:30:00 16:20:00 16:20:00 no delay
10095,3/9/2024,12:00:00,13:20:00,13:20:00,no delay,2024-03-09 12:00:00 13:20:00 13:20:00 no delay
10096,3/9/2024,12:15:00,14:05:00,14:05:00,no delay,2024-03-09 12:15:00 14:05:00 14:05:00 no delay
10097,3/8/2024,15:45:00,17:35:00,17:35:00,no delay,2024-03-08 15:45:00 17:35:00 17:35:00 no delay
10098,3/9/2024,13:15:00,13:45:00,13:45:00,no delay,2024-03-09 13:15:00 13:45:00 13:45:00 no delay
10099,3/9/2024,9:30:00,11:45:00,12:08:00,Traffic,2024-03-09 09:30:00 11:45:00 12:08:00 Traffic
10100,3/8/2024,16:15:00,16:45:00,16:45:00,no delay,2024-03-08 16:15:00 16:45:00 16:45:00 no delay
10101,3/9/2024,13:30:00,13:55:00,13:55:00,no delay,2024-03-09 13:30:00 13:55:00 13:55:00 no delay
10102,3/9/2024,13:30:00,14:30:00,14:30:00,no delay,2024-03-09 13:30:00 14:30:00 14:30:00 no delay
10103,3/9/2024,13:45:00,16:00:00,16:00:00,no delay,2024-03-09 13:45:00 16:00:00 16:00:00 no delay
10104,3/8/2024,17:45:00,18:15:00,18:15:00,no delay,2024-03-08 17:45:00 18:15:00 18:15:00 no delay
10105,3/8/2024,17:00:00,17:30:00,17:30:00,no delay,2024-03-08 17:00:00 17:30:00 17:30:00 no delay
10106,3/9/2024,14:15:00,15:35:00,15:35:00,no delay,2024-03-09 14:15:00 15:35:00 15:35:00 no delay
10107,3/8/2024,17:15:00,19:05:00,19:05:00,no delay,2024-03-08 17:15:00 19:05:00 19:05:00 no delay
10108,3/8/2024,17:15:00,18:35:00,18:35:00,no delay,2024-03-08 17:15:00 18:35:00 18:35:00 no delay
10109,3/9/2024,14:45:00,15:45:00,15:45:00,no delay,2024-03-09 14:45:00 15:45:00 15:45:00 no delay
10110,3/9/2024,15:30:00,16:30:00,16:30:00,no delay,2024-03-09 15:30:00 16:30:00 16:30:00 no delay
10111,3/8/2024,18:45:00,20:05:00,20:05:00,no delay,2024-03-08 18:45:00 20:05:00 20:05:00 no delay
10112,3/9/2024,15:45:00,17:05:00,17:05:00,no delay,2024-03-09 15:45:00 17:05:00 17:05:00 no delay
10113,3/8/2024,18:45:00,19:05:00,19:05:00,no delay,2024-03-08 18:45:00 19:05:00 19:05:00 no delay
10114,3/8/2024,18:45:00,19:00:00,19:00:00,no delay,2024-03-08 18:45:00 19:00:00 19:00:00 no delay
10115,3/8/2024,18:45:00,19:45:00,19:45:00,no delay,2024-03-08 18:45:00 19:45:00 19:45:00 no delay
10116,3/8/2024,19:00:00,20:20:00,20:20:00,no delay,2024-03-08 19:00:00 20:20:00 20:20:00 no delay
10117,3/9/2024,16:00:00,17:20:00,17:38:00,Signal failure,2024-03-09 16:00:00 17:20:00 17:38:00 Signal failure
10118,3/9/2024,16:00:00,17:50:00,17:50:00,no delay,2024-03-09 16:00:00 17:50:00 17:50:00 no delay
10119,3/9/2024,16:00:00,16:30:00,16:30:00,no delay,2024-03-09 16:00:00 16:30:00 16:30:00 no delay
10120,3/9/2024,16:15:00,17:15:00,17:15:00,no delay,2024-03-09 16:15:00 17:15:00 17:15:00 no delay
10121,3/9/2024,16:30:00,17:45:00,17:45:00,no delay,2024-03-09 16:30:00 17:45:00 17:45:00 no delay
10122,3/9/2024,17:30:00,19:45:00,20:01:00,Technical Issue,2024-03-09 17:30:00 19:45:00 20:01:00 Technical Issue
10123,3/9/2024,16:30:00,17:50:00,17:50:00,no delay,2024-03-09 16:30:00 17:50:00 17:50:00 no delay
10124,3/8/2024,20:00:00,21:00:00,21:00:00,no delay,2024-03-08 20:00:00 21:00:00 21:00:00 no delay
10125,3/9/2024,17:00:00,18:20:00,18:20:00,no delay,2024-03-09 17:00:00 18:20:00 18:20:00 no delay
10126,3/9/2024,17:00:00,18:20:00,15:00:00,Weather,2024-03-09 17:00:00 18:20:00 15:00:00 Weather
10127,3/8/2024,20:00:00,20:30:00,20:30:00,no delay,2024-03-08 20:00:00 20:30:00 20:30:00 no delay
10128,3/9/2024,17:15:00,19:05:00,19:05:00,no delay,2024-03-09 17:15:00 19:05:00 19:05:00 no delay
10129,3/9/2024,17:45:00,19:05:00,19:05:00,no delay,2024-03-09 17:45:00 19:05:00 19:05:00 no delay
10130,3/9/2024,18:45:00,19:15:00,19:15:00,no delay,2024-03-09 18:45:00 19:15:00 19:15:00 no delay
10131,3/8/2024,20:45:00,22:05:00,22:05:00,no delay,2024-03-08 20:45:00 22:05:00 22:05:00 no delay
10132,3/9/2024,17:45:00,18:15:00,18:15:00,no delay,2024-03-09 17:45:00 18:15:00 18:15:00 no delay
10133,3/9/2024,18:15:00,18:45:00,18:45:00,no delay,2024-03-09 18:15:00 18:45:00 18:45:00 no delay
10134,3/9/2024,18:30:00,19:00:00,19:00:00,no delay,2024-03-09 18:30:00 19:00:00 19:00:00 no delay
10135,3/9/2024,18:45:00,20:35:00,20:35:00,no delay,2024-03-09 18:45:00 20:35:00 20:35:00 no delay
10136,3/9/2024,18:45:00,19:20:00,19:20:00,no delay,2024-03-09 18:45:00 19:20:00 19:20:00 no delay
10137,3/9/2024,18:45:00,19:05:00,19:05:00,no delay,2024-03-09 18:45:00 19:05:00 19:05:00 no delay
10138,3/9/2024,18:45:00,20:05:00,20:05:00,no delay,2024-03-09 18:45:00 20:05:00 20:05:00 no delay
10139,3/9/2024,17:45:00,19:35:00,19:35:00,no delay,2024-03-09 17:45:00 19:35:00 19:35:00 no delay
10140,3/9/2024,18:45:00,19:05:00,15:00:00,Technical Issue,2024-03-09 18:45:00 19:05:00 15:00:00 Technical Issue
10141,3/8/2024,22:00:00,23:00:00,23:00:00,no delay,2024-03-08 22:00:00 23:00:00 23:00:00 no delay
10142,3/9/2024,19:00:00,19:30:00,19:30:00,no delay,2024-03-09 19:00:00 19:30:00 19:30:00 no delay
10143,3/8/2024,22:00:00,23:20:00,23:20:00,no delay,2024-03-08 22:00:00 23:20:00 23:20:00 no delay
10144,3/9/2024,20:00:00,21:00:00,21:00:00,no delay,2024-03-09 20:00:00 21:00:00 21:00:00 no delay
10145,3/9/2024,20:15:00,21:15:00,21:15:00,no delay,2024-03-09 20:15:00 21:15:00 21:15:00 no delay
10146,3/9/2024,20:30:00,21:00:00,21:00:00,no delay,2024-03-09 20:30:00 21:00:00 21:00:00 no delay
10147,3/9/2024,0:15:00,0:45:00,0:45:00,no delay,2024-03-09 00:15:00 00:45:00 00:45:00 no delay
10148,3/9/2024,0:15:00,1:35:00,1:35:00,no delay,2024-03-09 00:15:00 01:35:00 01:35:00 no delay
10149,3/9/2024,21:30:00,22:50:00,22:50:00,no delay,2024-03-09 21:30:00 22:50:00 22:50:00 no delay
10150,3/9/2024,0:30:00,2:20:00,2:20:00,no delay,2024-03-09 00:30:00 02:20:00 02:20:00 no delay
10151,3/9/2024,21:30:00,22:30:00,22:30:00,no delay,2024-03-09 21:30:00 22:30:00 22:30:00 no delay
10152,3/9/2024,21:45:00,23:05:00,23:05:00,no delay,2024-03-09 21:45:00 23:05:00 23:05:00 no delay
10153,3/9/2024,22:00:00,22:30:00,15:00:00,Technical Issue,2024-03-09 22:00:00 22:30:00 15:00:00 Technical Issue
10154,3/9/2024,22:00:00,23:20:00,23:20:00,no delay,2024-03-09 22:00:00 23:20:00 23:20:00 no delay
10155,3/9/2024,22:00:00,23:50:00,23:50:00,no delay,2024-03-09 22:00:00 23:50:00 23:50:00 no delay
10156,3/9/2024,22:15:00,0:05:00,0:05:00,no delay,2024-03-09 22:15:00 00:05:00 00:05:00 no delay
10157,3/9/2024,1:30:00,2:30:00,2:30:00,no delay,2024-03-09 01:30:00 02:30:00 02:30:00 no delay
10158,3/9/2024,22:45:00,0:05:00,0:05:00,no delay,2024-03-09 22:45:00 00:05:00 00:05:00 no delay
10159,3/9/2024,2:30:00,4:20:00,4:20:00,no delay,2024-03-09 02:30:00 04:20:00 04:20:00 no delay
10160,3/9/2024,2:30:00,3:00:00,3:00:00,no delay,2024-03-09 02:30:00 03:00:00 03:00:00 no delay
10161,3/9/2024,23:45:00,1:05:00,1:05:00,no delay,2024-03-09 23:45:00 01:05:00 01:05:00 no delay
10162,3/10/2024,23:45:00,0:35:00,0:35:00,no delay,2024-03-10 23:45:00 00:35:00 00:35:00 no delay
10163,3/9/2024,23:45:00,0:45:00,0:45:00,no delay,2024-03-09 23:45:00 00:45:00 00:45:00 no delay
10164,3/10/2024,0:00:00,0:30:00,0:30:00,no delay,2024-03-10 00:00:00 00:30:00 00:30:00 no delay
10165,3/10/2024,0:15:00,0:45:00,0:45:00,no delay,2024-03-10 00:15:00 00:45:00 00:45:00 no delay
10166,3/10/2024,0:30:00,2:20:00,2:20:00,no delay,2024-03-10 00:30:00 02:20:00 02:20:00 no delay
10167,3/10/2024,0:45:00,1:15:00,1:15:00,no delay,2024-03-10 00:45:00 01:15:00 01:15:00 no delay
10168,3/9/2024,4:15:00,5:35:00,5:35:00,no delay,2024-03-09 04:15:00 05:35:00 05:35:00 no delay
10169,3/10/2024,1:15:00,2:35:00,2:35:00,no delay,2024-03-10 01:15:00 02:35:00 02:35:00 no delay
10170,3/9/2024,4:30:00,5:00:00,5:00:00,no delay,2024-03-09 04:30:00 05:00:00 05:00:00 no delay
10171,3/10/2024,1:45:00,3:35:00,3:35:00,no delay,2024-03-10 01:45:00 03:35:00 03:35:00 no delay
10172,3/10/2024,1:45:00,4:00:00,4:00:00,no delay,2024-03-10 01:45:00 04:00:00 04:00:00 no delay
10173,3/10/2024,1:45:00,2:35:00,2:35:00,no delay,2024-03-10 01:45:00 02:35:00 02:35:00 no delay
10174,3/10/2024,2:00:00,3:50:00,3:50:00,no delay,2024-03-10 02:00:00 03:50:00 03:50:00 no delay
10175,3/10/2024,2:00:00,3:00:00,3:00:00,no delay,2024-03-10 02:00:00 03:00:00 03:00:00 no delay
10176,3/10/2024,2:15:00,2:45:00,15:00:00,Signal failure,2024-03-10 02:15:00 02:45:00 15:00:00 Signal failure
10177,3/10/2024,2:15:00,3:35:00,15:00:00,Traffic,2024-03-10 02:15:00 03:35:00 15:00:00 Traffic
10178,3/10/2024,3:15:00,3:45:00,3:45:00,no delay,2024-03-10 03:15:00 03:45:00 03:45:00 no delay
10179,3/9/2024,6:30:00,8:00:00,8:00:00,no delay,2024-03-09 06:30:00 08:00:00 08:00:00 no delay
10180,3/10/2024,3:30:00,5:20:00,5:35:00,Weather Conditions,2024-03-10 03:30:00 05:20:00 05:35:00 Weather Conditions
10181,3/9/2024,6:45:00,7:45:00,7:45:00,no delay,2024-03-09 06:45:00 07:45:00 07:45:00 no delay
10182,3/10/2024,4:00:00,5:50:00,5:50:00,no delay,2024-03-10 04:00:00 05:50:00 05:50:00 no delay
10183,3/9/2024,7:45:00,9:35:00,9:35:00,no delay,2024-03-09 07:45:00 09:35:00 09:35:00 no delay
10184,3/9/2024,7:30:00,8:00:00,8:00:00,no delay,2024-03-09 07:30:00 08:00:00 08:00:00 no delay
10185,3/10/2024,4:30:00,5:50:00,5:50:00,no delay,2024-03-10 04:30:00 05:50:00 05:50:00 no delay
10186,3/9/2024,7:30:00,9:20:00,9:20:00,no delay,2024-03-09 07:30:00 09:20:00 09:20:00 no delay
10187,3/9/2024,7:45:00,9:05:00,9:05:00,no delay,2024-03-09 07:45:00 09:05:00 09:05:00 no delay
10188,3/9/2024,8:00:00,9:30:00,9:30:00,no delay,2024-03-09 08:00:00 09:30:00 09:30:00 no delay
10189,3/10/2024,5:15:00,6:35:00,6:35:00,no delay,2024-03-10 05:15:00 06:35:00 06:35:00 no delay
10190,3/9/2024,8:15:00,9:35:00,9:35:00,no delay,2024-03-09 08:15:00 09:35:00 09:35:00 no delay
10191,3/10/2024,5:15:00,6:15:00,6:15:00,no delay,2024-03-10 05:15:00 06:15:00 06:15:00 no delay
10192,3/9/2024,8:15:00,10:30:00,10:30:00,no delay,2024-03-09 08:15:00 10:30:00 10:30:00 no delay
10193,3/9/2024,9:00:00,9:45:00,12:01:00,Signal Failure,2024-03-09 09:00:00 09:45:00 12:01:00 Signal Failure
10194,3/9/2024,9:15:00,10:35:00,10:35:00,no delay,2024-03-09 09:15:00 10:35:00 10:35:00 no delay
10195,3/10/2024,6:15:00,6:45:00,6:45:00,no delay,2024-03-10 06:15:00 06:45:00 06:45:00 no delay
10196,3/10/2024,6:30:00,7:50:00,7:50:00,no delay,2024-03-10 06:30:00 07:50:00 07:50:00 no delay
10197,3/10/2024,6:45:00,7:15:00,7:15:00,no delay,2024-03-10 06:45:00 07:15:00 07:15:00 no delay
10198,3/10/2024,6:45:00,8:05:00,8:05:00,no delay,2024-03-10 06:45:00 08:05:00 08:05:00 no delay
10199,3/10/2024,7:45:00,8:45:00,15:00:00,Weather,2024-03-10 07:45:00 08:45:00 15:00:00 Weather
10200,3/10/2024,7:45:00,9:35:00,9:35:00,no delay,2024-03-10 07:45:00 09:35:00 09:35:00 no delay
10201,3/10/2024,7:00:00,8:20:00,8:20:00,no delay,2024-03-10 07:00:00 08:20:00 08:20:00 no delay
10202,3/10/2024,7:30:00,9:20:00,9:20:00,no delay,2024-03-10 07:30:00 09:20:00 09:20:00 no delay
10203,3/9/2024,10:30:00,11:00:00,11:00:00,no delay,2024-03-09 10:30:00 11:00:00 11:00:00 no delay
10204,3/9/2024,10:45:00,12:05:00,12:05:00,no delay,2024-03-09 10:45:00 12:05:00 12:05:00 no delay
10205,3/9/2024,11:00:00,11:30:00,11:30:00,no delay,2024-03-09 11:00:00 11:30:00 11:30:00 no delay
10206,3/10/2024,8:00:00,9:50:00,9:50:00,no delay,2024-03-10 08:00:00 09:50:00 09:50:00 no delay
10207,3/10/2024,8:00:00,9:30:00,9:30:00,no delay,2024-03-10 08:00:00 09:30:00 09:30:00 no delay
10208,3/10/2024,8:00:00,10:15:00,10:15:00,no delay,2024-03-10 08:00:00 10:15:00 10:15:00 no delay
10209,3/9/2024,11:00:00,13:30:00,13:30:00,no delay,2024-03-09 11:00:00 13:30:00 13:30:00 no delay
10210,3/10/2024,8:00:00,9:20:00,9:20:00,no delay,2024-03-10 08:00:00 09:20:00 09:20:00 no delay
10211,3/10/2024,8:00:00,8:30:00,8:30:00,no delay,2024-03-10 08:00:00 08:30:00 08:30:00 no delay
10212,3/10/2024,8:15:00,10:30:00,10:30:00,no delay,2024-03-10 08:15:00 10:30:00 10:30:00 no delay
10213,3/10/2024,8:15:00,10:05:00,10:05:00,no delay,2024-03-10 08:15:00 10:05:00 10:05:00 no delay
10214,3/10/2024,8:30:00,9:00:00,9:00:00,no delay,2024-03-10 08:30:00 09:00:00 09:00:00 no delay
10215,3/10/2024,8:30:00,9:30:00,9:30:00,no delay,2024-03-10 08:30:00 09:30:00 09:30:00 no delay
10216,3/9/2024,11:45:00,13:05:00,13:05:00,no delay,2024-03-09 11:45:00 13:05:00 13:05:00 no delay
10217,3/10/2024,9:00:00,9:30:00,9:30:00,no delay,2024-03-10 09:00:00 09:30:00 09:30:00 no delay
10218,3/10/2024,9:00:00,10:00:00,10:00:00,no delay,2024-03-10 09:00:00 10:00:00 10:00:00 no delay
10219,3/9/2024,12:00:00,12:30:00,12:30:00,no delay,2024-03-09 12:00:00 12:30:00 12:30:00 no delay
10220,3/10/2024,9:00:00,9:45:00,12:36:00,Signal Failure,2024-03-10 09:00:00 09:45:00 12:36:00 Signal Failure
10221,3/10/2024,9:00:00,10:20:00,10:20:00,no delay,2024-03-10 09:00:00 10:20:00 10:20:00 no delay
10222,3/10/2024,9:15:00,9:45:00,10:00:00,Weather,2024-03-10 09:15:00 09:45:00 10:00:00 Weather
10223,3/9/2024,12:30:00,13:50:00,13:50:00,no delay,2024-03-09 12:30:00 13:50:00 13:50:00 no delay
10224,3/9/2024,12:30:00,13:00:00,13:00:00,no delay,2024-03-09 12:30:00 13:00:00 13:00:00 no delay
10225,3/10/2024,9:45:00,11:35:00,12:10:00,Signal Failure,2024-03-10 09:45:00 11:35:00 12:10:00 Signal Failure
10226,3/10/2024,9:45:00,11:05:00,11:05:00,no delay,2024-03-10 09:45:00 11:05:00 11:05:00 no delay
10227,3/9/2024,13:15:00,14:35:00,14:35:00,no delay,2024-03-09 13:15:00 14:35:00 14:35:00 no delay
10228,3/10/2024,11:15:00,12:35:00,13:09:00,Technical Issue,2024-03-10 11:15:00 12:35:00 13:09:00 Technical Issue
